"","image_id","predefined_tags","people_n","ethnicities","sign_slogan_symbol","anger","fear","disgust","sadness","enthusiasm"
"5499",157528,"",0,"","",0,0,0,0,0
"5500",58938,"",6,"Black","",0,0,0,0,0
"5501",25255,"",0,"","",0,0,0,5,5
"5502",161598,"",1,"Black","",4,2,4,7,0
"5503",13942,"",0,"None","",0,0,0,0,0
"5504",11678,"",1,"White","sign",0,0,0,7,3
"5505",37033,"",1,"White","sign",0,0,0,0,0
"5506",178036,"",0,"","",0,0,0,0,0
"5507",32344,"",0,"None","",0,0,0,0,0
"5508",42691,"",3,"White","slogan",4,7,2,10,2
"5509",182981,"",8,"Black, White","slogan",0,0,0,0,2
"5510",127706,"",8,"Black","",5,5,4,2,0
"5511",198785,"",1,"Black","",2,0,5,4,0
"5512",44575,"",30,"Black, White","sign",0,0,0,0,4
"5513",6,"",1,"Black","",0,0,0,0,0
"5514",10535,"",3,"White","",1,0,0,3,0
"5515",140839,"",5,"Black, White","",0,0,0,7,0
"5516",144133,"",1,"Black","",0,0,0,0,0
"5517",58230,"",50,"Black, White, Latino","",1,1,3,7,3
"5518",68414,"",1,"Black, White","symbol",8,0,9,0,0
"5519",11049,"",0,"None","",10,0,10,10,0
"5520",5249,"",0,"None","",3,0,5,5,0
"5521",143263,"",2,"Black, White","",0,0,3,0,6
"5522",42526,"",6,"Latino","sign, slogan",3,0,4,5,3
"5523",89582,"",3,"Black, White","",3,0,5,1,0
"5524",4996,"",25,"Black, White, Latino","slogan",8,3,7,10,0
"5525",2597,"",1,"Black","slogan",7,5,10,9,0
"5526",40046,"",3,"Black, White, Latino","sign",7,2,6,6,0
"5527",64989,"",6,"Black","slogan",8,9,7,10,6
"5528",44745,"",36,"Black, White","sign",0,0,0,0,0
"5529",169974,"",5,"Black","symbol",0,0,0,0,0
"5530",83564,"",7,"Black, White","",7,0,7,0,0
"5531",35195,"",10,"Black, Latino","sign",0,0,0,3,3
"5532",39292,"",30,"Black, White","sign, slogan",0,0,0,5,4
"5533",26738,"",50,"Black, White","sign",0,3,0,7,1
"5534",34794,"",0,"None","",0,0,0,0,0
"5535",41552,"",50,"Black, White, Latino","sign, slogan",0,0,0,6,9
"5536",45568,"",10,"Black, White","",0,0,0,0,0
"5537",11937,"",1,"Black","",0,0,7,0,0
"5538",44941,"",18,"Black, White","sign",0,0,0,0,0
"5539",133809,"",3,"White","sign",7,6,7,8,6
"5540",17651,"",1,"Black","",0,0,0,0,0
"5541",36429,"",4,"Black, White","",2,2,2,0,0
"5542",15560,"",2,"Black, White","slogan",7,2,9,1,0
"5543",194347,"",1,"Black","",10,0,10,10,0
"5544",129021,"",1,"White","",0,0,0,0,0
"5545",47124,"",14,"Black, White","slogan, symbol",0,0,0,0,5
"5546",6,"",1,"Black","",0,0,0,0,8
"5547",50589,"",10,"White, Latino","sign",0,0,0,0,0
"5548",16590,"",2,"Black","",6,0,0,10,1
"5549",88692,"",11,"Black, White","",0,0,0,0,0
"5550",171399,"",0,"None","",3,4,2,6,0
"5551",116289,"",15,"Black","sign, slogan",2,0,0,8,0
"5552",9216,"",30,"Black, White, Latino","slogan",0,0,0,0,0
"5553",41751,"",70,"Black, White","",3,3,8,3,6
"5554",48825,"",20,"Black, White, Latino","sign",7,1,8,7,0
"5555",49708,"",20,"Black, White, Latino","sign",2,3,0,0,5
"5556",83262,"",10,"Black, White, Latino","",0,0,0,0,4
"5557",171852,"",11,"Black, Latino","slogan",0,0,0,2,1
"5558",27771,"",1,"Black","",0,0,0,0,0
"5559",105400,"",12,"Black, White","sign",0,0,0,0,0
"5560",38532,"",30,"Black, White, Latino","",0,0,0,0,0
"5561",101930,"",0,"None","slogan",3,0,0,0,6
"5562",126589,"",2,"Black, White, Latino","",2,3,1,1,3
"5563",112770,"",1,"White","",0,0,0,0,0
"5564",54461,"",1,"Asian","",0,0,0,0,5
"5565",48403,"",50,"Black","sign, slogan",0,0,0,0,0
"5566",35419,"",11,"Black, White","sign",10,10,8,10,5
"5567",1203,"",6,"Black, White, Latino","sign",0,0,0,10,0
"5568",42324,"",25,"Latino","sign",7,5,7,7,5
"5569",52870,"",100,"Black, White, Latino","sign, slogan",4,0,4,5,4
"5570",91398,"",1,"Black","",0,0,0,0,0
"5571",49713,"",2,"Black, White","sign, slogan",6,8,5,3,1
"5572",124654,"",1,"Black","sign",0,0,0,0,3
"5573",74236,"",85,"Black","",8,9,7,2,0
"5574",163936,"",30,"Black, White","",0,1,1,3,4
"5575",27714,"",0,"None","",0,0,0,0,0
"5576",38424,"",10,"Black, White","symbol",5,4,6,4,0
"5577",15147,"",1,"Black","slogan",1,0,0,0,0
"5578",98284,"",8,"Black, White","",0,0,0,0,0
"5579",61546,"",0,"None","slogan",10,10,10,0,0
"5580",42304,"",15,"White","sign",0,0,0,0,0
"5581",4147,"",1,"Black","slogan",3,0,7,0,0
"5582",16545,"",0,"","slogan",2,0,4,3,0
"5583",108756,"",0,"None","",6,0,6,0,6
"5584",170942,"",25,"Latino","",0,0,0,0,4
"5585",37577,"",5,"Black, White, Latino, Native","",0,0,0,0,0
"5586",101839,"",0,"None","",0,0,0,0,0
"5587",70396,"",1,"White","",6,0,5,4,0
"5588",126544,"",0,"","",0,0,0,0,0
"5589",67312,"",10,"Black, White","sign, slogan, symbol",0,0,0,0,0
"5590",48961,"",5,"Black, White","sign",0,0,0,0,0
"5591",110032,"",10,"Black, White, Latino","sign, slogan",0,0,0,0,0
"5592",16449,"",20,"Black, White, Latino","sign, slogan",0,0,0,2,4
"5593",81722,"",200,"Black, White","",8,0,6,10,10
"5594",10625,"",1,"Black","symbol",0,0,0,0,0
"5595",133,"",15,"Black, White, Latino","slogan",4,4,5,5,0
"5596",4611,"",48,"Black, White, Latino","",7,6,10,10,7
"5597",25969,"",1,"White","",7,8,10,10,0
"5598",123901,"",0,"","",0,0,0,0,0
"5599",141904,"",0,"","",0,0,0,0,0
"5600",188984,"",6,"Black, White, Latino","sign",0,0,0,0,9
"5601",49878,"",7,"Black, White, Latino","sign",2,0,2,0,0
"5602",13895,"",31,"Black, White","",0,0,0,0,0
"5603",27691,"",1,"Black","",0,0,0,0,0
"5604",56172,"",20,"Black, White, Latino","sign",0,0,0,5,3
"5605",74239,"",1,"White","",0,0,0,0,0
"5606",124052,"",150,"Black, White","sign, slogan, symbol",0,0,0,3,0
"5607",48300,"",25,"Black","sign",0,0,0,0,0
"5608",40653,"",1,"Black","sign",3,0,5,5,0
"5609",161705,"",4,"Black, White","",0,0,5,0,0
"5610",15005,"",1,"Black","slogan",0,0,0,0,1
"5611",122849,"",0,"None","slogan",7,2,3,4,0
"5612",42387,"",50,"Black, White","sign, slogan, symbol",4,5,1,2,4
"5613",117513,"",0,"Black, White","symbol",8,0,9,8,0
"5614",69490,"",0,"Black, White","sign, slogan",8,0,7,4,0
"5615",4213,"",48,"Black, Latino","slogan",10,1,10,10,2
"5616",162,"",0,"","",0,0,0,0,0
"5617",188228,"",3,"Black","",6,0,7,9,2
"5618",185691,"",10,"Black","sign, slogan",0,0,0,0,0
"5619",6944,"",2,"Black, White","",8,0,8,8,0
"5620",26563,"",1,"Black","slogan",0,0,0,0,0
"5621",106975,"",2,"Black","slogan",3,6,1,8,2
"5622",13889,"",10,"Black, White","sign",0,0,0,0,3
"5623",4305,"",1,"Black","",0,0,0,0,0
"5624",70662,"",0,"None","symbol",3,0,4,4,2
"5625",126546,"",2,"Black","",0,0,0,0,0
"5626",197659,"",1,"Black","",7,0,9,0,0
"5627",1158,"",2,"Black","",0,0,0,0,10
"5628",17113,"",0,"None","slogan",4,0,5,0,2
"5629",27111,"",0,"","sign, slogan",0,0,0,0,0
"5630",116206,"",1,"Black","",0,0,0,0,0
"5631",38083,"",4,"Black, White","",0,0,0,0,6
"5632",62975,"",0,"","slogan",0,0,0,3,0
"5633",2510,"",1,"White","slogan, symbol",7,0,2,10,0
"5634",198043,"",1,"Black","",0,0,0,0,0
"5635",38046,"",250,"Black, White","sign",0,5,0,0,7
"5636",116106,"",13,"Black, White","",7,5,6,5,0
"5637",157,"",1,"Latino","",0,0,0,0,0
"5638",8866,"",0,"","sign, slogan",3,2,3,3,1
"5639",182618,"",10,"Black, White, Latino","",0,0,0,0,0
"5640",60528,"",50,"Black, Latino","",3,0,0,0,0
"5641",77027,"",50,"","sign, slogan",3,2,4,3,6
"5642",37592,"",15,"Black, White, Latino","sign",0,0,0,2,0
"5643",42179,"",80,"Black, White, Latino, Asian","sign",9,9,9,7,6
"5644",162455,"",1,"White","",8,8,9,2,2
"5645",182761,"",0,"None","slogan",8,3,5,7,2
"5646",125419,"",13,"White","",8,5,7,2,4
"5647",29293,"",0,"None","",0,0,0,0,0
"5648",119998,"",0,"","",0,0,0,0,0
"5649",59607,"",20,"Black, White","sign, slogan",5,1,5,6,0
"5650",11960,"",0,"None","",0,0,0,0,0
"5651",139862,"",4,"Black","",7,0,7,5,0
"5652",131954,"",2,"Black","",0,0,0,5,0
"5653",150372,"",1,"","",5,6,6,4,0
"5654",71193,"",2,"Black, White, Latino","sign",8,4,8,8,0
"5655",42549,"",75,"Black, White, Latino","",0,0,0,0,3
"5656",128269,"",20,"Black, White, Latino","sign, slogan, symbol",0,0,0,0,0
"5657",126082,"",1,"Black","slogan",8,0,5,0,0
"5658",40144,"",30,"Black, White, Latino","sign",1,0,0,1,4
"5659",94237,"",4,"Black","sign, slogan",0,2,0,6,6
"5660",182841,"",3,"","symbol",0,0,0,0,0
"5661",42279,"",15,"Black, White, Latino","sign, slogan",0,0,0,0,2
"5662",164896,"",13,"Latino","",0,0,0,0,0
"5663",52082,"",25,"Black, White, Latino","sign",0,0,0,0,0
"5664",2554,"",0,"","",0,0,0,0,0
"5665",41282,"",26,"Black, White, Latino, Asian","sign, slogan",2,4,0,3,7
"5666",164595,"",2,"Black, White","symbol",0,0,0,0,2
"5667",45094,"",100,"Black, White, Latino","",0,0,0,0,0
"5668",79361,"",15,"Black, Latino","sign, slogan",2,0,0,2,1
"5669",135661,"",2,"White","",10,10,10,10,6
"5670",82745,"",5,"Black, White","",0,6,0,5,0
"5671",100042,"",1,"Black","slogan",3,1,4,0,0
"5672",37694,"",13,"Black, White","slogan",0,0,0,4,1
"5673",47232,"",10,"Black, White, Latino, Asian","",0,0,0,0,0
"5674",19452,"",1,"White","",0,0,0,0,0
"5675",199805,"",0,"","slogan",10,10,10,10,0
"5676",47154,"",20,"Black, White","sign",0,3,2,4,0
"5677",45632,"",20,"Black, White, Latino","sign, slogan",5,5,4,4,8
"5678",12361,"",5,"Black, White, Latino","",0,0,0,0,1
"5679",12125,"",6,"Black, White","sign, slogan",0,0,0,0,0
"5680",86931,"",0,"","",0,0,0,0,0
"5681",96102,"",0,"None","",2,0,4,0,0
"5682",4039,"",1,"Black","",0,0,0,0,0
"5683",37669,"",200,"Black, White, Latino","sign, slogan, symbol",0,0,0,0,5
"5684",37760,"",1,"Black","symbol",10,0,10,10,4
"5685",38634,"",16,"Black, White","sign, slogan",5,3,0,7,1
"5686",20769,"",40,"Black, Latino","",6,0,5,0,0
"5687",195130,"",1,"White","",0,0,0,2,3
"5688",83858,"",8,"Black, White, Latino","slogan",1,0,2,4,0
"5689",26691,"",0,"","",0,0,0,0,0
"5690",85990,"",0,"None","",8,4,9,4,0
"5691",65118,"",2,"Black","",0,0,0,0,0
"5692",163345,"",4,"Black","",0,3,0,0,0
"5693",101363,"",0,"","",0,0,0,0,0
"5694",30372,"",0,"Black","",5,0,7,7,0
"5695",124540,"",0,"None","",0,0,0,0,0
"5696",51380,"",12,"Black, White","",0,0,0,0,0
"5697",12234,"",15,"Black, White","sign",0,0,0,1,0
"5698",14037,"",64,"Black, Latino","slogan",8,3,7,0,6
"5699",612,"",4,"Black, White","",0,0,0,0,0
"5700",87165,"",0,"None","",0,0,0,0,0
"5701",54445,"",50,"Black, White","sign",0,0,0,0,0
"5702",61488,"",0,"None","slogan",6,0,7,0,5
"5703",38009,"",3,"White","",0,0,0,0,0
"5704",41869,"",5,"Black","sign, slogan",10,0,0,10,0
"5705",16721,"",15,"Black, White, Latino","sign",0,0,0,0,0
"5706",129061,"",2,"Black, White","symbol",0,0,0,0,0
"5707",152001,"",25,"Black, White","sign",2,1,3,7,1
"5708",48473,"",8,"Black","sign",0,0,0,0,0
"5709",60182,"",50,"Black, White","",0,0,0,0,0
"5710",1504,"",1,"Black","slogan",8,5,10,3,0
"5711",124533,"",0,"","",0,0,0,0,0
"5712",68740,"",9,"Black, White, Latino","sign",2,0,2,2,5
"5713",56517,"",11,"Latino","",0,0,0,1,2
"5714",24540,"",3,"Black, White","",0,0,0,0,0
"5715",140120,"",2,"Black","",0,0,0,0,0
"5716",169036,"",30,"White","",0,0,0,0,0
"5717",103928,"",0,"None","",8,0,8,2,2
"5718",60190,"",0,"None","slogan, symbol",3,3,3,0,3
"5719",53874,"",9,"Black, White","sign",0,0,0,0,0
"5720",182796,"",25,"Black, White","",5,5,5,6,6
"5721",35807,"",36,"Black, Latino","sign, slogan",5,0,6,7,0
"5722",49963,"",12,"Black, White","sign",0,0,0,0,0
"5723",519,"",10,"Black, Asian","",0,0,0,0,0
"5724",14634,"",48,"Black, White, Latino, Asian, Native","",0,0,0,0,0
"5725",61605,"",26,"Black, White","sign, slogan",0,0,0,0,0
"5726",180711,"",1,"Black","",0,7,0,8,0
"5727",95644,"",2,"Black, Latino","",8,2,8,2,6
"5728",28852,"",1,"Black","",0,0,0,0,10
"5729",122261,"",20,"Black, White","",0,0,0,0,1
"5730",140569,"",0,"","slogan",7,2,8,6,0
"5731",23047,"",2,"White","",0,0,0,0,0
"5732",10117,"",100,"Black","sign, slogan",0,0,0,0,7
"5733",92748,"",30,"Black, White","",0,0,0,0,5
"5734",48796,"",8,"Black","sign",7,3,8,6,0
"5735",145103,"",0,"None","sign",0,0,0,0,0
"5736",41326,"",8,"White","sign",0,0,0,0,0
"5737",12538,"",0,"None","",0,0,0,0,0
"5738",119919,"",0,"","",0,0,0,0,0
"5739",177587,"",0,"","",0,0,0,0,0
"5740",116393,"",0,"","symbol",3,0,0,4,0
"5741",99167,"",4,"Black","sign, slogan",0,0,0,0,0
"5742",3332,"",1,"Latino","",0,0,0,0,2
"5743",49321,"",0,"None","",0,0,0,0,0
"5744",167071,"",4,"Black, White","",0,0,0,0,0
"5745",162921,"",1,"Black","slogan",0,0,0,0,0
"5746",43308,"",50,"Black, White","sign, slogan",6,0,0,6,0
"5747",28832,"",0,"None","",0,0,4,0,0
"5748",100017,"",1,"White","slogan, symbol",9,8,9,8,0
"5749",87967,"",12,"Black, White, Latino","sign",2,3,1,2,3
"5750",21306,"",27,"Black, White, Latino","slogan",3,0,1,3,0
"5751",169796,"",3,"White","",4,7,7,5,6
"5752",42077,"",0,"","",0,0,0,0,0
"5753",19622,"",0,"None","",10,10,0,0,0
"5754",21476,"",0,"None","",0,0,0,0,5
"5755",28684,"",12,"Black, White, Latino","sign, slogan, symbol",0,0,0,8,0
"5756",102284,"",2,"Black","",0,0,0,0,0
"5757",88878,"",1,"Black","sign",0,0,0,0,0
"5758",25046,"",0,"None","",0,0,0,1,0
"5759",184015,"",1,"White","",0,2,0,0,0
"5760",4801,"",20,"Black, White, Latino","slogan",0,0,5,5,0
"5761",64859,"",0,"","symbol",0,0,0,0,0
"5762",69340,"",1,"Black","symbol",0,0,0,0,1
"5763",66269,"",6,"Black, White, Latino","sign",3,3,3,3,4
"5764",162964,"",3,"Black, White","",0,0,0,0,0
"5765",4092,"",100,"Black, White, Latino","sign, slogan, symbol",10,10,10,10,10
"5766",189289,"",1,"Black","slogan",3,4,5,10,0
"5767",127963,"",30,"White, Latino, Asian","",0,0,0,0,0
"5768",41304,"",100,"Black, White","sign",5,6,6,1,0
"5769",87773,"",20,"Black, White","sign, slogan",0,0,0,0,5
"5770",64324,"",15,"Black, White, Latino","sign, slogan",6,3,0,7,7
"5771",160828,"",0,"","",0,0,0,0,0
"5772",193633,"",1,"White","",0,0,0,0,0
"5773",47814,"",60,"Black, White, Latino","",0,0,0,0,0
"5774",14252,"",4,"Black, White","",8,0,9,10,0
"5775",193238,"",40,"Black","slogan",0,0,0,0,0
"5776",116507,"",0,"","",0,0,0,0,0
"5777",100051,"",21,"Black, White","sign, slogan",5,3,6,5,4
"5778",126679,"",1,"Black","",0,0,0,10,0
"5779",39391,"",150,"Black, White","",0,0,0,0,0
"5780",5356,"",1,"White","",10,10,10,10,0
"5781",29625,"",14,"White","",2,0,1,1,0
"5782",111328,"",2,"Black","sign",0,0,0,6,0
"5783",91142,"",15,"Black","sign",0,0,0,0,5
"5784",142185,"",0,"","",10,0,10,6,0
"5785",43704,"",1,"Black","",0,0,0,0,0
"5786",45572,"",6,"Black, White","sign",7,2,6,4,0
"5787",65985,"",0,"Black","sign",1,0,1,2,0
"5788",19383,"",0,"","",0,0,0,0,0
"5789",51657,"",0,"","symbol",6,5,8,7,2
"5790",55018,"",12,"Black, White, Latino","",0,1,2,1,0
"5791",17969,"",0,"Black, Latino","",0,0,0,0,0
"5792",16041,"",1,"Black","",0,0,0,0,0
"5793",6019,"",1,"Black","symbol",0,0,0,0,0
"5794",77560,"",2,"Black","sign",0,0,0,0,2
"5795",18131,"",0,"","",0,0,0,0,0
"5796",61740,"",10,"Black, White","",0,0,0,0,4
"5797",26862,"",0,"None","slogan",10,0,9,10,0
"5798",71326,"",0,"None","",8,0,8,3,0
"5799",57516,"",6,"Black, White, Latino","",0,2,0,0,0
"5800",17019,"",0,"","slogan, symbol",0,0,0,0,0
"5801",195504,"",4,"Black, White","",0,0,0,0,0
"5802",45130,"",1,"Black","",0,0,0,0,0
"5803",10383,"",12,"Black, White, Latino","sign",2,3,1,2,3
"5804",68433,"",20,"Black","sign, slogan, symbol",0,0,0,0,0
"5805",83858,"",8,"Black, White","",0,0,0,0,0
"5806",66079,"",1,"White","",0,0,0,0,0
"5807",167860,"",1,"Black","sign, slogan",10,10,9,10,10
"5808",166504,"",13,"White","",3,0,0,0,0
"5809",88917,"",2,"Black","",8,0,0,10,0
"5810",31985,"",40,"Black, White, Latino","",0,0,0,0,0
"5811",105295,"",0,"","",0,0,0,0,0
"5812",59722,"",5,"Black, White","slogan",5,5,5,5,5
"5813",32767,"",15,"White","",0,0,0,0,0
"5814",48651,"",30,"Black, Asian","sign",0,0,0,0,1
"5815",25423,"",5,"Black","",0,0,0,0,5
"5816",66683,"",6,"Black","sign, slogan",6,2,6,5,6
"5817",184898,"",1,"White","",0,5,7,0,0
"5818",29772,"",0,"None","",0,0,0,0,0
"5819",108760,"",8,"Black, White","",0,0,3,0,0
"5820",110384,"",1,"Black","slogan",0,0,0,0,10
"5821",4504,"",0,"","",0,0,0,0,2
"5822",199190,"",2,"White","symbol",3,5,7,3,8
"5823",164786,"",1,"Black, Latino","slogan, symbol",0,0,0,0,5
"5824",124782,"",1,"Latino","sign",0,1,1,1,2
"5825",101612,"",1,"Black","",0,0,0,0,3
"5826",44302,"",1,"White","symbol",10,0,10,0,0
"5827",64336,"",5,"Black, White","slogan",3,3,1,2,0
"5828",26980,"",24,"Black","slogan",0,0,0,0,0
"5829",22254,"",48,"Black","slogan",3,0,5,5,0
"5830",163487,"",3,"Black, Latino","",0,0,0,0,0
"5831",59307,"",35,"Black, White","",5,3,7,6,0
"5832",103180,"",1,"Black","",0,0,4,4,0
"5833",68142,"",25,"Black","sign, slogan, symbol",3,1,1,5,7
"5834",126788,"",0,"None","",0,0,0,0,0
"5835",124531,"",0,"","",0,0,0,0,0
"5836",93935,"",1,"Black","",0,0,0,0,0
"5837",97798,"",1,"Black","sign",0,0,0,0,0
"5838",30059,"",0,"None","",6,5,8,5,5
"5839",55062,"",15,"Black, White, Latino","",3,4,0,0,3
"5840",29285,"",0,"None","slogan, symbol",9,9,9,9,9
"5841",86333,"",2,"Black, White","sign, slogan",5,0,5,3,2
"5842",41334,"",2,"Black, White","",0,0,0,8,0
"5843",42510,"",22,"Black, White, Asian","",0,0,0,0,10
"5844",102671,"",0,"None","",0,0,0,0,0
"5845",20131,"",1,"Black","sign, slogan",3,1,1,8,5
"5846",164315,"",3,"Black","",0,0,0,0,0
"5847",4233,"",1,"Black","",0,0,0,0,0
"5848",81463,"",0,"","",3,5,4,6,0
"5849",7892,"",0,"None","symbol",3,1,5,1,0
"5850",29086,"",0,"","",0,0,0,0,0
"5851",156058,"",1,"Black","sign, slogan",0,0,0,2,0
"5852",164045,"",0,"White","",0,0,0,0,1
"5853",66382,"",25,"Black, White, Asian","",0,0,0,0,5
"5854",17915,"",4,"Black","",9,1,0,8,0
"5855",100930,"",20,"Black","",0,0,0,2,0
"5856",41873,"",1,"Black","",10,10,10,10,0
"5857",87810,"",20,"Black, White","sign",4,8,0,0,0
"5858",68553,"",55,"Black, White, Latino","sign, slogan, symbol",0,0,0,0,10
"5859",164344,"",1,"Black","sign, symbol",5,7,3,3,4
"5860",69912,"",6,"Black, White, Latino","sign",0,1,1,5,7
"5861",11105,"",50,"Black, White, Latino","sign, slogan, symbol",0,0,0,3,0
"5862",87914,"",10,"White, Latino","",0,0,0,0,0
"5863",138058,"",2,"White","",0,0,0,0,0
"5864",68157,"",2,"White","",0,0,0,0,0
"5865",185598,"",1,"Black","slogan",0,0,0,0,0
"5866",168916,"",1,"White","sign, slogan",3,0,3,2,0
"5867",29849,"",0,"Asian","",0,0,0,0,0
"5868",27216,"",20,"Black, Latino","sign, slogan",3,0,2,1,0
"5869",133531,"",2,"Black, White","",8,2,9,6,0
"5870",68383,"",70,"Black, White, Asian","",0,0,0,0,0
"5871",69896,"",4,"Black, White","sign",5,0,0,8,2
"5872",125010,"",1,"Black","sign",7,0,7,5,0
"5873",125991,"",0,"None","",0,0,0,0,0
"5874",4259,"",1,"Black","symbol",0,0,0,0,0
"5875",27005,"",20,"Black, White","",8,10,10,10,0
"5876",159083,"",6,"White","",0,0,0,0,0
"5877",30367,"",0,"None","",0,0,0,0,0
"5878",153418,"",5,"Black, White","",0,0,0,0,0
"5879",184015,"",1,"White","",0,0,7,4,0
"5880",83552,"",12,"Black, White","",0,0,0,0,0
"5881",63919,"",4,"","",0,0,0,0,0
"5882",70718,"",5,"Black, White","",0,0,0,0,0
"5883",159057,"",1,"Black","",0,0,0,1,0
"5884",128250,"",0,"","slogan",10,10,10,10,4
"5885",142385,"",3,"Black, White","symbol",7,2,6,0,1
"5886",19017,"",0,"","",7,3,9,7,0
"5887",58904,"",15,"White, Latino","sign",0,3,0,0,4
"5888",153210,"",10,"Black","sign",6,1,9,1,0
"5889",59998,"",0,"None","",0,0,0,0,0
"5890",64529,"",2,"White","",10,5,10,5,0
"5891",165676,"",100,"Black, Latino","slogan",1,2,0,0,3
"5892",20995,"",0,"","sign",0,0,7,0,0
"5893",169344,"",7,"Black, White","",0,0,0,0,0
"5894",168763,"",35,"Black, White","",9,9,10,5,1
"5895",25038,"",1,"Black","",0,0,0,0,0
"5896",31802,"",0,"None","symbol",3,0,3,3,0
"5897",55181,"",100,"","",0,0,0,0,2
"5898",30421,"",3,"Black","sign",1,0,1,6,2
"5899",68374,"",0,"None","",0,0,0,0,0
"5900",13886,"",4,"White","slogan, symbol",2,2,3,4,0
"5901",124541,"",0,"None","",0,0,0,0,0
"5902",186487,"",9,"Black, White, Latino","sign",2,0,2,2,5
"5903",38649,"",25,"Black","sign, slogan",0,0,0,0,5
"5904",131213,"",3,"Black, White","",0,0,0,0,0
"5905",115500,"",2,"Black, White","sign",0,0,0,0,0
"5906",191157,"",0,"","slogan",0,0,0,0,0
"5907",99250,"",1,"Black","sign, slogan",8,5,7,2,8
"5908",47324,"",20,"Black","sign, slogan",6,6,8,10,0
"5909",45488,"",1,"Asian","",0,0,0,0,10
"5910",14880,"",1,"Black","",0,0,2,3,0
"5911",65749,"",1,"White","slogan",0,1,0,0,0
"5912",78860,"",4,"Black, White","sign, slogan",0,0,0,0,2
"5913",55284,"",12,"Black, White, Asian","sign",9,7,0,9,0
"5914",102755,"",4,"Black, White","",0,0,0,0,0
"5915",127443,"",10,"Black, White","sign, slogan",0,0,0,0,5
"5916",141496,"",50,"Black, White","sign",0,0,0,0,0
"5917",131954,"",2,"White","",0,2,0,3,0
"5918",53699,"",1,"Black","sign, slogan",1,0,1,1,0
"5919",3153,"",1,"Black","slogan",3,2,4,6,3
"5920",14611,"",10,"White","",7,0,7,7,0
"5921",63895,"",100,"Black","slogan",0,0,0,0,5
"5922",19165,"",1,"None","",0,0,0,0,0
"5923",18471,"",0,"None","",5,0,5,0,0
"5924",42017,"",0,"None","",2,4,3,4,0
"5925",169214,"",20,"Black, White","",0,0,0,0,0
"5926",103750,"",0,"None","",0,0,8,0,0
"5927",127940,"",1,"None","",0,0,0,0,0
"5928",40503,"",1,"White","",0,0,0,0,0
"5929",13273,"",1015,"Black, White, Latino","sign, slogan",1,0,1,3,4
"5930",50486,"",30,"White","sign, slogan",10,0,0,0,0
"5931",76180,"",5,"Black, Latino","sign",2,0,1,3,0
"5932",30702,"",10,"White","",0,0,0,0,0
"5933",83712,"",1,"Black","",0,0,0,5,5
"5934",50279,"",1,"None","sign",0,0,0,0,0
"5935",40690,"",6,"Black, White, Latino","sign",0,0,0,5,0
"5936",30442,"",2,"Black, White","",5,4,6,4,0
"5937",23741,"",2,"White","",0,0,0,0,5
"5938",14417,"",12,"Black","",0,0,0,0,0
"5939",2699,"",12,"Black, White, Latino","sign",2,3,1,2,3
"5940",106784,"",3,"Black, Latino","",0,0,0,0,0
"5941",61419,"",29,"Black, White, Latino, Asian","slogan",4,4,10,2,0
"5942",31143,"",20,"Black, White, Latino","sign, slogan",6,0,4,6,1
"5943",12865,"",40,"Black, Latino","slogan",2,0,4,5,0
"5944",100685,"",1,"Black","",1,0,0,1,0
"5945",42705,"",38,"Black, White","sign, slogan",0,0,0,4,0
"5946",65473,"",2,"Black","slogan",10,0,10,0,0
"5947",1826,"",0,"","slogan",2,0,5,2,0
"5948",195438,"",1,"Black","sign",0,1,0,2,0
"5949",101939,"",0,"None","",0,0,0,0,0
"5950",47115,"",25,"Black, White, Latino","sign",5,3,4,2,5
"5951",71667,"",5,"Black, White","sign",5,7,7,7,8
"5952",11839,"",30,"Black, White","sign, slogan",0,0,0,0,0
"5953",91527,"",0,"Black, White, Latino, Asian, Native","slogan",9,9,9,9,9
"5954",91255,"",0,"Black","",1,0,0,0,0
"5955",46144,"",20,"Black, White","sign",0,0,0,0,0
"5956",69704,"",0,"Black","",2,3,0,0,0
"5957",30392,"",1,"Black","",0,0,0,0,0
"5958",38018,"",18,"Native","symbol",0,0,0,0,0
"5959",39680,"",0,"","sign",6,6,0,9,0
"5960",45196,"",22,"Black","sign, slogan",6,0,6,6,0
"5961",57431,"",100,"Black, White","",0,0,0,0,0
"5962",104753,"",3,"White, Latino","",0,0,0,0,2
"5963",990,"",20,"Black, White","",0,0,0,0,0
"5964",5706,"",0,"None","",1,0,1,1,0
"5965",84463,"",0,"None","",0,0,0,0,0
"5966",24789,"",30,"Black","slogan, symbol",0,0,0,3,0
"5967",198176,"",13,"White","",10,0,10,10,7
"5968",167917,"",12,"Black, White, Latino","sign",2,3,1,2,3
"5969",176857,"",0,"None","",0,0,0,0,0
"5970",54024,"",1,"Black","sign",0,0,0,3,0
"5971",13639,"",1,"Black","sign, slogan",0,0,0,0,0
"5972",104234,"",0,"Black","",0,0,0,1,9
"5973",35323,"",15,"Black","sign, slogan, symbol",8,4,9,9,5
"5974",112516,"",0,"","",0,6,0,3,0
"5975",66113,"",0,"","",0,0,0,0,0
"5976",2358,"",2,"Black","symbol",2,0,0,4,0
"5977",124529,"",0,"","",0,0,0,0,0
"5978",42252,"",100,"Black, White, Latino, Asian","slogan",0,0,0,6,0
"5979",181255,"",1,"Black","",0,0,0,0,0
