"","image_id","predefined_tags","people_n","ethnicities","sign_slogan_symbol","anger","fear","disgust","sadness","enthusiasm"
"1",117825,"",13,"Black","",9,10,10,10,9
"2",10535,"",3,"White, non-Hispanic","",7,10,9,7,9
"3",183709,"",2,"Black","",10,10,10,9,7
"4",128780,"Person who is injured",13,"Black","",10,9,10,8,7
"5",10848,"Political cartoon, Active police brutality",6,"Black, White, non-Hispanic","",9,9,10,9,1
"6",147400,"Screenshot (of Twitter or from news video, etc)",4,"Black","",10,9,10,6,9
"7",155128,"Political cartoon, Drawing/cartoon/painting, Police",3,"White, non-Hispanic","",7,9,10,8,8
"8",2049,"Political cartoon, Drawing/cartoon/painting, Active police brutality, Police",2,"Black, White, non-Hispanic","",9,9,9,7,8
"9",11049,"Just text block",0,"","",9,9,10,8,10
"10",34173,"Street protest, Advertisement for protest or BLM event, Police",120,"","protest slogan (e.g. black lives matter; hands up, don't shoot!)",7,8,5,6,7
"11",130068,"Police",22,"White, non-Hispanic","",2,8,4,6,4
"12",101803,"Screenshot (of Twitter or from news video, etc), Headshot, Headshot identified/identifiable as someone killed by police brutality",2,"Black, White, non-Hispanic","",6,8,7,9,6
"13",165187,"Political cartoon, Active police brutality, Police",2,"White, non-Hispanic","",7,8,8,7,7
"14",199190,"Political cartoon, Drawing/cartoon/painting",2,"White, non-Hispanic","",5,8,6,4,6
"15",462,"Active police brutality",2,"Black, White, non-Hispanic","protest slogan (e.g. black lives matter; hands up, don't shoot!)",7,8,8,8,4
"16",12256,"Active police brutality, Police",2,"Black, White, non-Hispanic","",6,8,7,6,5
"17",2049,"Political cartoon",2,"Black, White, non-Hispanic","",8,8,9,9,3
"18",177312,"Headshot",1,"Black","",5,8,7,7,5
"19",144854,"Picture of or including John Legend",1,"Black","",7,8,10,8,7
"20",167860,"Drawing/cartoon/painting",1,"Black","protest slogan (e.g. black lives matter; hands up, don't shoot!)",7,8,6,10,5
"21",40653,"Headshot identified/identifiable as someone killed by police brutality",1,"Black","",9,8,9,10,4
"22",4259,"Screenshot (of Twitter or from news video, etc)",1,"Black","",7,8,8,9,3
"23",2646,"Just text block",0,"","",6,8,8,9,7
"24",26862,"Just text block",0,"","",8,8,9,9,4
"25",194347,"Screenshot (of Twitter or from news video, etc)",0,"","",8,8,8,9,0
"26",4972,"Screenshot (of Twitter or from news video, etc)",0,"","",7,8,8,9,1
"27",37046,"Screenshot (of Twitter or from news video, etc)",0,"","",6,8,7,9,7
"28",134359,"Person who is injured",30,"Black, White, non-Hispanic","",10,7,10,10,7
"29",144912,"Police",21,"","",5,7,4,2,6
"30",150740,"Police",20,"Black, White, non-Hispanic","",6,7,7,8,3
"31",190695,"Police making arrest",16,"Black, White, non-Hispanic","",4,7,4,5,2
"32",190695,"Active police brutality, Police",16,"Black, White, non-Hispanic","",8,7,9,7,8
"33",155306,"Police, Police vehicles",12,"","",3,7,5,3,4
"34",155306,"Police, Police vehicles",10,"","",4,7,3,4,3
"35",117825,"Die-in",8,"Black","",8,7,9,10,4
"36",12383,"Street protest",7,"Black, White, non-Hispanic","protest sign",7,7,7,8,4
"37",187388,"Active police brutality, Police",6,"Black, White, non-Hispanic","",6,7,7,5,6
"38",10848,"Drawing/cartoon/painting",6,"Black, White, non-Hispanic","",10,7,10,8,9
"39",125054,"Political cartoon, Drawing/cartoon/painting",4,"Black, White, non-Hispanic","",4,7,8,6,6
"40",11072,"Political cartoon, Drawing/cartoon/painting",4,"White, non-Hispanic","",6,7,9,5,7
"41",2045,"Political cartoon, Drawing/cartoon/painting, Police",4,"White, non-Hispanic","",8,7,10,4,7
"42",139862,"Headshot",4,"Black, White, non-Hispanic","",10,7,10,8,10
"43",139862,"Just text block, Headshot",4,"Black, White, non-Hispanic","",7,7,8,8,2
"44",10535,"Active police brutality",3,"Black, White, non-Hispanic","",7,7,8,8,3
"45",101803,"Screenshot (of Twitter or from news video, etc)",2,"Black, White, non-Hispanic","symbol (e.g. flags, logos)",8,7,9,10,6
"46",128172,"Political cartoon",2,"Black, White, non-Hispanic","",6,7,8,7,6
"47",19516,"Headshot, Police",2,"Black, White, non-Hispanic","",6,7,6,5,6
"48",165753,"Police",2,"","",2,7,6,5,4
"49",7679,"Screenshot (of Twitter or from news video, etc)",2,"Black, White, non-Hispanic","protest slogan (e.g. black lives matter; hands up, don't shoot!)",7,7,8,9,3
"50",601,"Screenshot (of Twitter or from news video, etc), Active police brutality",2,"Black, White, non-Hispanic","protest slogan (e.g. black lives matter; hands up, don't shoot!)",6,7,8,8,4
"51",129798,"Headshot",1,"Black","",2,7,2,7,2
"52",102406,"Police, Police vehicles",1,"White, non-Hispanic","",8,7,9,3,9
"53",117711,"",1,"Black","symbol (e.g. flags, logos)",6,7,10,7,6
"54",76354,"Political cartoon, Drawing/cartoon/painting, Police",1,"White, non-Hispanic","",8,7,9,6,8
"55",4259,"Screenshot (of Twitter or from news video, etc)",1,"Black","",9,7,10,8,9
"56",117711,"",1,"Black","symbol (e.g. flags, logos)",8,7,8,9,1
"57",183709,"",1,"Black","",5,7,8,8,2
"58",76354,"Political cartoon",1,"White, non-Hispanic","",8,7,8,8,0
"59",83689,"Drawing/cartoon/painting",0,"","protest sign",9,7,10,5,10
"60",186757,"Just text block, Screenshot (of Twitter or from news video, etc)",0,"","",7,7,9,8,7
"61",8132,"Just text block, Screenshot (of Twitter or from news video, etc)",0,"","",10,7,10,9,9
"62",149299,"Just text block",0,"","",8,7,9,7,7
"63",5573,"",0,"","protest sign",8,7,7,8,7
"64",37046,"Screenshot (of Twitter or from news video, etc)",0,"","",6,7,7,7,3
"65",58230,"Police, Person who is injured",55,"Black, White, non-Hispanic","",0,6,2,7,3
"66",134359,"",32,"Black, White, non-Hispanic","",6,6,10,9,7
"67",45021,"Street protest, Police",30,"White, non-Hispanic","protest sign",3,6,3,0,4
"68",153238,"Police",17,"Black, White, non-Hispanic","",3,6,4,2,2
"69",166613,"Street protest, Police",16,"White, non-Hispanic","protest sign, symbol (e.g. flags, logos)",2,6,3,1,3
"70",140839,"Street protest, Police",8,"Black, White, non-Hispanic","",6,6,5,3,8
"71",134117,"Political cartoon, Police",4,"Black, White, non-Hispanic","",5,6,7,5,5
"72",36429,"Police making arrest, Police, Police vehicles",4,"White, non-Hispanic","",3,6,5,4,4
"73",36429,"Active police brutality, Police making arrest, Police, Police vehicles",4,"White, non-Hispanic","",7,6,7,7,3
"74",5537,"Active police brutality, Police",3,"Black, White, non-Hispanic","",7,6,8,7,6
"75",7760,"Police",3,"Black, White, non-Hispanic","",4,6,6,4,6
"76",421,"Political cartoon",2,"Black, White, non-Hispanic","",5,6,7,6,5
"77",120181,"Screenshot (of Twitter or from news video, etc)",2,"Black, White, non-Hispanic","protest slogan (e.g. black lives matter; hands up, don't shoot!)",7,6,8,8,4
"78",130155,"Political cartoon, Police, Person who is injured",2,"Black, White, non-Hispanic","",7,6,9,7,8
"79",158659,"Political cartoon, Drawing/cartoon/painting, Active police brutality",2,"Black, White, non-Hispanic","",6,6,7,6,6
"80",165753,"Active police brutality",2,"","",5,6,4,5,2
"81",6944,"Police",2,"Black, White, non-Hispanic","protest slogan (e.g. black lives matter; hands up, don't shoot!)",4,6,6,5,4
"82",18980,"Screenshot (of Twitter or from news video, etc), Active police brutality",2,"Black, White, non-Hispanic","protest slogan (e.g. black lives matter; hands up, don't shoot!)",7,6,7,7,2
"83",28559,"Drawing/cartoon/painting",1,"","",7,6,9,6,7
"84",100685,"Picture of or including John Legend",1,"Black","",7,6,8,7,4
"85",155355,"Political cartoon, Police",1,"White, non-Hispanic","",2,6,4,5,2
"86",100017,"Headshot",1,"White, non-Hispanic","symbol (e.g. flags, logos)",2,6,5,5,4
"87",4147,"Screenshot (of Twitter or from news video, etc), Headshot",1,"Black","protest slogan (e.g. black lives matter; hands up, don't shoot!)",8,6,9,5,7
"88",142900,"",1,"Black","protest slogan (e.g. black lives matter; hands up, don't shoot!)",6,6,7,7,3
"89",190093,"Screenshot (of Twitter or from news video, etc), Headshot",1,"Black","",9,6,10,4,9
"90",101301,"",1,"Black","protest sign",7,6,7,8,6
"91",24426,"Political cartoon",1,"Black","",6,6,7,7,2
"92",167860,"Advertisement for protest or BLM event",1,"Black","protest slogan (e.g. black lives matter; hands up, don't shoot!)",6,6,7,7,3
"93",170767,"Drawing/cartoon/painting",1,"Black","protest slogan (e.g. black lives matter; hands up, don't shoot!)",6,6,7,7,5
"94",101301,"Street protest",1,"Black","protest slogan (e.g. black lives matter; hands up, don't shoot!)",6,6,5,7,5
"95",38142,"",0,"","protest sign",7,6,7,7,4
"96",8132,"Screenshot (of Twitter or from news video, etc)",0,"","",7,6,8,8,4
"97",144128,"Screenshot (of Twitter or from news video, etc)",0,"","",5,6,6,7,4
"98",176456,"Just text block, Screenshot (of Twitter or from news video, etc)",0,"","",5,6,6,7,6
"99",44446,"",0,"","protest sign",8,6,9,8,6
"100",44446,"",0,"","protest sign",8,6,8,9,3
"101",4972,"Just text block, Screenshot (of Twitter or from news video, etc)",0,"","",6,6,7,7,5
"102",82290,"Just text block",0,"","",4,6,5,1,4
"103",7892,"",0,"","symbol (e.g. flags, logos)",8,6,8,5,7
"104",10814,"",0,"","symbol (e.g. flags, logos)",4,6,6,5,5
"105",51601,"",0,"","",6,6,6,6,2
"106",149299,"Just text block",0,"","",7,6,7,7,4
"107",197659,"Screenshot (of Twitter or from news video, etc)",0,"","",5,6,6,6,0
"108",148859,"",0,"","protest sign",7,6,8,5,7
"109",6944,"Screenshot (of Twitter or from news video, etc)",0,"Black, White, non-Hispanic","protest slogan (e.g. black lives matter; hands up, don't shoot!)",7,6,7,8,3
"110",190492,"Screenshot (of Twitter or from news video, etc)",0,"","",6,6,7,7,2
"111",81452,"Screenshot (of Twitter or from news video, etc)",0,"","",7,6,8,8,4
"112",5573,"",0,"","protest sign",7,6,7,8,3
"113",35762,"Police",150,"Black, White, non-Hispanic","",2,5,2,2,2
"114",151046,"",75,"Black","",4,5,3,6,1
"115",4466,"",60,"Black","",5,5,7,8,2
"116",44656,"Street protest",40,"Black, White, non-Hispanic","protest slogan (e.g. black lives matter; hands up, don't shoot!)",4,5,4,4,3
"117",55227,"Police",40,"Black, White, non-Hispanic","",3,5,5,3,4
"118",42272,"Street protest",40,"Black, White, non-Hispanic, Latino, Hispanic, Asian","protest sign",5,5,4,4,6
"119",172309,"Advertisement for protest or BLM event, Headshot, Headshot identified/identifiable as someone killed by police brutality",27,"Black, White, non-Hispanic, Latino, Hispanic","protest slogan (e.g. black lives matter; hands up, don't shoot!)",4,5,7,6,4
"120",135576,"Die-in",25,"","",4,5,5,5,4
"121",58230,"Street protest, Police",25,"","",5,5,5,6,3
"122",41151,"Police",22,"Black, White, non-Hispanic","",2,5,2,3,4
"123",29625,"Advertisement for protest or BLM event",21,"Black, White, non-Hispanic, Latino, Hispanic","",5,5,6,6,5
"124",69957,"Street protest, Advertisement for protest or BLM event, Police making arrest, Police",20,"Black, White, non-Hispanic","protest sign",4,5,3,3,6
"125",46301,"Street protest, Advertisement for protest or BLM event",18,"Black, White, non-Hispanic, Native/Indigenous","protest sign",4,5,4,4,3
"126",62977,"Street protest",17,"White, non-Hispanic, Latino, Hispanic","protest sign",4,5,5,6,3
"127",130068,"Police",15,"White, non-Hispanic","",3,5,2,4,2
"128",82006,"Street protest, Police making arrest, Police",15,"Black, White, non-Hispanic","",3,5,3,3,2
"129",9920,"Street protest",15,"Black","protest sign",5,5,5,5,5
"130",55018,"Police",14,"Black, White, non-Hispanic, Asian","",3,5,3,2,1
"131",153238,"Police",10,"White, non-Hispanic","",4,5,4,4,2
"132",15343,"Police, Police vehicles",10,"Black, White, non-Hispanic","",1,5,4,3,3
"133",173602,"Police",9,"Black, White, non-Hispanic","",3,5,4,6,5
"134",134,"Political cartoon",7,"Black, White, non-Hispanic","",4,5,6,6,2
"135",165049,"",7,"Black","",1,5,1,2,2
"136",134,"Political cartoon, Active police brutality, Police",7,"Black, White, non-Hispanic","protest slogan (e.g. black lives matter; hands up, don't shoot!)",6,5,8,7,6
"137",136383,"Police, Police vehicles",6,"White, non-Hispanic","",4,5,4,3,3
"138",1240,"Headshot, Police",5,"White, non-Hispanic","",4,5,6,4,4
"139",1240,"Screenshot (of Twitter or from news video, etc)",5,"White, non-Hispanic","",6,5,5,7,3
"140",180481,"Street protest",5,"Black, White, non-Hispanic","protest slogan (e.g. black lives matter; hands up, don't shoot!)",6,5,6,6,5
"141",58882,"Police making arrest",5,"Black, White, non-Hispanic","",3,5,4,4,2
"142",167104,"",4,"Black","",6,5,7,8,3
"143",120174,"Street protest, Police",4,"Black","protest sign",6,5,6,6,5
"144",5537,"Active police brutality, Police making arrest",3,"Black, White, non-Hispanic","",5,5,6,6,4
"145",122163,"Political cartoon",3,"Black, White, non-Hispanic","",3,5,7,2,6
"146",122163,"Political cartoon",3,"Black, White, non-Hispanic","",3,5,7,2,6
"147",47,"Active police brutality, Headshot",2,"Black","",6,5,6,6,4
"148",47,"Headshot",2,"Black","",2,5,2,4,3
"149",2951,"Screenshot (of Twitter or from news video, etc), Active police brutality",2,"Black, White, non-Hispanic","",6,5,7,7,5
"150",35432,"Street protest",2,"Black","protest sign",3,5,3,4,1
"151",81688,"Street protest, Police, Police vehicles",2,"Black","protest sign",6,5,7,NA,5
"152",128172,"Political cartoon",2,"Black, White, non-Hispanic","",5,5,6,6,3
"153",158659,"Political cartoon",2,"Black, White, non-Hispanic","",6,5,6,7,5
"154",159524,"Screenshot (of Twitter or from news video, etc)",2,"Black, White, non-Hispanic","",6,5,7,7,3
"155",165187,"Political cartoon, Active police brutality",2,"White, non-Hispanic","",6,5,6,6,4
"156",176784,"Screenshot (of Twitter or from news video, etc)",2,"Black","",3,5,4,4,3
"157",49713,"",2,"White, non-Hispanic","protest sign",4,5,6,2,4
"158",199190,"Political cartoon",2,"White, non-Hispanic","",5,5,7,6,2
"159",5398,"Street protest",2,"Black","protest sign",7,5,8,7,2
"160",7679,"Police",2,"Black, White, non-Hispanic","protest slogan (e.g. black lives matter; hands up, don't shoot!)",4,5,6,4,3
"161",12256,"",2,"Black, White, non-Hispanic","",5,5,5,5,2
"162",155355,"Political cartoon, Police",1,"White, non-Hispanic","",6,5,7,5,3
"163",177519,"",1,"Asian","",0,5,1,6,2
"164",185011,"Headshot",1,"Black","",2,5,3,7,4
"165",141535,"Headshot",1,"Black","",0,5,0,5,4
"166",142900,"",1,"Black","",2,5,4,6,4
"167",40653,"Headshot",1,"Black","",7,5,8,9,7
"168",143391,"",1,"Black","symbol (e.g. flags, logos)",3,5,3,6,5
"169",150431,"Advertisement for protest or BLM event, Headshot, Headshot identified/identifiable as someone killed by police brutality",1,"Black","",7,5,9,7,7
"170",51953,"Street protest",1,"White, non-Hispanic","protest sign",5,5,6,6,3
"171",38142,"",0,"","protest sign",5,5,6,7,5
"172",2491,"Just text block",0,"","",4,5,6,5,5
"173",44875,"Screenshot (of Twitter or from news video, etc)",0,"","",6,5,6,6,3
"174",48694,"Screenshot (of Twitter or from news video, etc)",0,"","",5,5,5,5,3
"175",92470,"Just text block, Screenshot (of Twitter or from news video, etc), Advertisement for protest or BLM event",0,"","protest slogan (e.g. black lives matter; hands up, don't shoot!)",8,5,10,4,9
"176",92470,"Screenshot (of Twitter or from news video, etc)",0,"","",9,5,10,7,5
"177",178010,"Political cartoon",0,"","",7,5,8,5,4
"178",44875,"Drawing/cartoon/painting",0,"","",6,5,7,7,6
"179",151811,"Screenshot (of Twitter or from news video, etc)",0,"","",4,5,3,1,4
"180",151811,"Screenshot (of Twitter or from news video, etc)",0,"","",5,5,5,5,2
"181",85236,"",0,"","protest sign, protest slogan (e.g. black lives matter; hands up, don't shoot!)",4,5,7,6,5
"182",152409,"Just text block, Screenshot (of Twitter or from news video, etc)",0,"","",3,5,5,4,3
"183",85236,"",0,"","protest sign",5,5,5,5,3
"184",11049,"Just text block",0,"","",5,5,6,6,2
"185",5249,"Just text block",0,"","",6,5,7,7,3
"186",38602,"Street protest",0,"","protest sign",3,5,3,4,2
"187",99677,"Street protest, Die-in",250,"Black, White, non-Hispanic","protest sign",5,4,6,6,5
"188",81993,"Street protest, Advertisement for protest or BLM event, Headshot, Headshot identified/identifiable as someone killed by police brutality, Police, Police vehicles",200,"Black","protest sign",2,4,3,1,5
"189",81993,"Street protest, Advertisement for protest or BLM event, Police",200,"Black, White, non-Hispanic","protest sign",4,4,5,4,6
"190",40571,"Street protest, Advertisement for protest or BLM event",150,"Black, White, non-Hispanic","protest sign",5,4,4,4,6
"191",48638,"Street protest",125,"Black, White, non-Hispanic","protest sign",4,4,3,3,7
"192",40605,"Street protest, Advertisement for protest or BLM event",125,"Black, White, non-Hispanic","protest sign",5,4,5,5,6
"193",52870,"Street protest, Police",100,"Black, White, non-Hispanic","protest sign, protest slogan (e.g. black lives matter; hands up, don't shoot!)",5,4,4,4,5
"194",42094,"Screenshot (of Twitter or from news video, etc), Street protest, Advertisement for protest or BLM event",100,"Black, White, non-Hispanic","protest sign",4,4,4,4,4
"195",44849,"Street protest, Advertisement for protest or BLM event, Police, Police vehicles",100,"Black, White, non-Hispanic","protest sign",3,4,4,4,5
"196",38236,"Street protest",80,"Black, White, non-Hispanic, Asian","protest sign",4,4,3,5,4
"197",152642,"Die-in",75,"Black, White, non-Hispanic","",5,4,6,6,4
"198",42252,"Street protest, Advertisement for protest or BLM event",75,"Black, White, non-Hispanic","protest sign",5,4,4,4,6
"199",151046,"",75,"Black, White, non-Hispanic","",2,4,2,5,0
"200",88591,"Street protest, Police, Police vehicles",70,"White, non-Hispanic, Latino, Hispanic","protest sign",5,4,5,4,7
"201",54445,"Street protest, Advertisement for protest or BLM event",60,"Black, White, non-Hispanic, Latino, Hispanic, Asian","protest sign",4,4,4,5,4
"202",58867,"Street protest, Police",50,"Black, White, non-Hispanic","protest sign",4,4,4,3,3
"203",31289,"Advertisement for protest or BLM event, Headshot, Headshot identified/identifiable as someone killed by police brutality",44,"Black, White, non-Hispanic, Latino, Hispanic","protest sign, protest slogan (e.g. black lives matter; hands up, don't shoot!)",5,4,6,5,4
"204",32134,"Advertisement for protest or BLM event, Headshot, Headshot identified/identifiable as someone killed by police brutality",44,"Black, White, non-Hispanic, Latino, Hispanic","protest sign, protest slogan (e.g. black lives matter; hands up, don't shoot!)",5,4,6,4,3
"205",11105,"Street protest, Advertisement for protest or BLM event",40,"","protest sign",5,4,5,5,5
"206",44720,"Police making arrest, Police, Police vehicles",30,"Black, White, non-Hispanic","",0,4,3,3,1
"207",579,"Advertisement for protest or BLM event",27,"Black, White, non-Hispanic, Latino, Hispanic","",5,4,6,6,6
"208",163620,"Headshot, Headshot identified/identifiable as someone killed by police brutality",27,"Black, White, non-Hispanic, Latino, Hispanic","",3,4,5,4,3
"209",37043,"Street protest, Advertisement for protest or BLM event",25,"Black, White, non-Hispanic","protest sign",5,4,5,5,7
"210",111127,"Street protest",25,"Black","",5,4,6,8,3
"211",49708,"Street protest, Police",25,"Black, White, non-Hispanic, Latino, Hispanic","protest sign",4,4,4,4,6
"212",62977,"Street protest, Headshot, Headshot identified/identifiable as someone killed by police brutality",23,"Black, Native/Indigenous","protest sign, protest slogan (e.g. black lives matter; hands up, don't shoot!)",4,4,3,5,3
"213",28542,"Advertisement for protest or BLM event",20,"Black, White, non-Hispanic, Latino, Hispanic","",5,4,4,5,4
"214",81179,"Street protest",20,"Black, White, non-Hispanic","protest sign",5,4,4,7,6
"215",68307,"Police",19,"White, non-Hispanic","protest slogan (e.g. black lives matter; hands up, don't shoot!)",2,4,0,0,4
"216",68553,"Street protest, Police making arrest, Police",18,"Black, White, non-Hispanic","",2,4,2,1,2
"217",144912,"Street protest, Police",15,"","",2,4,3,3,2
"218",122314,"Street protest",15,"Black, White, non-Hispanic","protest sign",5,4,4,5,3
"219",58904,"Street protest, Police making arrest, Police",15,"Black, White, non-Hispanic","",3,4,3,4,2
"220",56790,"Street protest, Advertisement for protest or BLM event, Headshot, Headshot identified/identifiable as someone killed by police brutality, Police",14,"White, non-Hispanic","protest sign, protest slogan (e.g. black lives matter; hands up, don't shoot!)",2,4,2,1,2
"221",150740,"Police, Person who is injured",13,"Black, White, non-Hispanic","",0,4,NA,7,2
"222",75395,"Street protest",12,"Black, White, non-Hispanic, Latino, Hispanic","protest sign, protest slogan (e.g. black lives matter; hands up, don't shoot!)",5,4,4,5,5
"223",138087,"Screenshot (of Twitter or from news video, etc), Headshot, Headshot identified/identifiable as someone killed by police brutality",12,"Black, White, non-Hispanic","protest sign",3,4,4,3,2
"224",166613,"Street protest, Police",12,"White, non-Hispanic","protest sign, symbol (e.g. flags, logos)",5,4,7,5,3
"225",134491,"",12,"Black, White, non-Hispanic, Latino, Hispanic","",3,4,4,4,3
"226",4041,"Die-in",12,"White, non-Hispanic","protest sign",4,4,4,5,3
"227",65452,"Street protest, Headshot, Headshot identified/identifiable as someone killed by police brutality, Police",11,"Black, White, non-Hispanic, Latino, Hispanic","protest sign",3,4,3,1,2
"228",41674,"Die-in",10,"Black, White, non-Hispanic","protest sign",4,4,5,5,4
"229",94652,"Street protest",10,"Black","protest sign",5,4,5,5,5
"230",121979,"Police, Person who is injured",10,"Black, White, non-Hispanic","",4,4,5,8,4
"231",128780,"Die-in",10,"Black","",5,4,6,7,5
"232",48433,"Street protest, Advertisement for protest or BLM event",10,"Black, White, non-Hispanic","protest sign",5,4,4,4,7
"233",127791,"Street protest, Advertisement for protest or BLM event",10,"Black, White, non-Hispanic","protest sign",4,4,3,3,3
"234",38254,"Street protest",10,"Black","protest sign",5,4,5,5,4
"235",82682,"Advertisement for protest or BLM event, Police making arrest, Police",8,"White, non-Hispanic, Asian","",4,4,3,3,3
"236",109176,"Screenshot (of Twitter or from news video, etc)",8,"Black","",5,4,5,5,6
"237",140839,"Street protest, Police",8,"Black, White, non-Hispanic","",NA,4,4,4,3
"238",61614,"Street protest",8,"","protest sign",7,4,8,0,5
"239",38254,"Street protest",8,"Black, White, non-Hispanic","protest sign",6,4,6,5,4
"240",61519,"Street protest",7,"Black, Latino, Hispanic, Native/Indigenous","protest sign",5,4,5,5,7
"241",181215,"",7,"Black, Asian","",5,4,6,7,6
"242",185181,"Street protest",7,"Black, White, non-Hispanic","protest sign",5,4,4,6,6
"243",81749,"Police",6,"White, non-Hispanic","",2,4,1,0,4
"244",81749,"Police",6,"White, non-Hispanic","",5,4,4,5,3
"245",108295,"",6,"Black","symbol (e.g. flags, logos)",3,4,5,6,4
"246",19292,"Advertisement for protest or BLM event",6,"Black, White, non-Hispanic","",5,4,5,5,4
"247",19316,"Street protest",5,"Black, White, non-Hispanic","protest sign",4,4,4,4,6
"248",75499,"Person who is injured",5,"Black, White, non-Hispanic","",4,4,5,5,2
"249",76512,"Screenshot (of Twitter or from news video, etc), Police",5,"White, non-Hispanic","",4,4,4,1,5
"250",89189,"Headshot identified/identifiable as someone killed by police brutality, Police, Police vehicles",5,"Black, White, non-Hispanic","",4,4,4,6,4
"251",171611,"Police",5,"White, non-Hispanic","",3,4,2,2,2
"252",48796,"Street protest",5,"Black, White, non-Hispanic","protest sign",5,4,4,4,4
"253",147400,"Screenshot (of Twitter or from news video, etc)",5,"Black, Latino, Hispanic","",4,4,4,4,1
"254",18844,"Active police brutality, Police making arrest, Police",4,"Black, White, non-Hispanic","",7,4,6,3,2
"255",18844,"Police making arrest, Police",4,"Black, White, non-Hispanic","protest slogan (e.g. black lives matter; hands up, don't shoot!)",6,4,4,3,7
"256",125054,"Political cartoon",4,"White, non-Hispanic","",4,4,5,5,3
"257",198803,"",4,"White, non-Hispanic","",4,4,4,5,4
"258",198803,"",4,"White, non-Hispanic","",3,4,10,9,5
"259",15543,"Police making arrest, Police, Police vehicles",4,"Black, White, non-Hispanic","",3,4,6,4,3
"260",58882,"",4,"Black","",0,4,0,0,2
"261",33776,"Street protest, Advertisement for protest or BLM event",4,"Black, Latino, Hispanic","protest sign",5,4,4,4,5
"262",30504,"Street protest",3,"Black, White, non-Hispanic","protest sign",5,4,6,NA,3
"263",91201,"Police",3,"White, non-Hispanic","",0,4,0,1,0
"264",155128,"Political cartoon, Police",3,"White, non-Hispanic","",4,4,6,5,3
"265",144395,"Police making arrest, Police, Police vehicles",3,"Black, White, non-Hispanic","",6,4,6,5,5
"266",100847,"",3,"Black","",2,4,3,5,4
"267",7760,"Screenshot (of Twitter or from news video, etc)",3,"Black, White, non-Hispanic","",5,4,5,5,3
"268",421,"Political cartoon",2,"Black, White, non-Hispanic","",4,4,5,4,4
"269",519,"Street protest",2,"Black","protest sign",4,4,5,7,4
"270",18222,"Political cartoon, Drawing/cartoon/painting",2,"Black","",5,4,6,8,7
"271",18222,"Political cartoon",2,"Black","",3,4,4,7,3
"272",35458,"Street protest",2,"Black","protest sign",5,4,4,4,4
"273",36621,"Political cartoon, Drawing/cartoon/painting",2,"Black","",1,4,1,6,1
"274",36621,"Political cartoon",2,"Black","",3,4,5,8,3
"275",103957,"Political cartoon, Police",2,"White, non-Hispanic","",4,4,5,4,4
"276",130155,"Political cartoon",2,"Black, White, non-Hispanic","",5,4,6,6,4
"277",150372,"Active police brutality",2,"White, non-Hispanic","",6,4,4,4,2
"278",152959,"Political cartoon",2,"Black","",4,4,6,7,4
"279",176784,"Screenshot (of Twitter or from news video, etc)",2,"Black","",6,4,6,6,5
"280",103957,"Drawing/cartoon/painting, Police",2,"White, non-Hispanic","",6,4,8,4,6
"281",462,"",2,"Black, White, non-Hispanic","protest slogan (e.g. black lives matter; hands up, don't shoot!)",4,4,5,4,3
"282",19516,"Active police brutality, Headshot, Police",2,"Black, White, non-Hispanic","",4,4,4,4,2
"283",5398,"",2,"Black","protest sign",6,4,6,4,6
"284",111328,"",2,"Black","protest sign",5,4,5,7,4
"285",125808,"Headshot",2,"Black","",0,4,0,2,1
"286",111328,"Street protest",2,"Black","protest sign",4,4,5,6,7
"287",18862,"Headshot",1,"White, non-Hispanic","",5,4,6,6,3
"288",26491,"Headshot identified/identifiable as someone killed by police brutality",1,"Black","",4,4,6,8,0
"289",30421,"Street protest",1,"Black","protest sign, symbol (e.g. flags, logos)",6,4,7,7,6
"290",100017,"Screenshot (of Twitter or from news video, etc)",1,"White, non-Hispanic","symbol (e.g. flags, logos)",5,4,5,5,5
"291",129798,"Headshot",1,"Black","",4,4,5,7,3
"292",184954,"Headshot",1,"Black","",0,4,0,6,3
"293",184954,"Headshot",1,"Black","",3,4,3,6,2
"294",189794,"",1,"","",1,4,1,1,1
"295",195343,"Screenshot (of Twitter or from news video, etc)",1,"Black","protest slogan (e.g. black lives matter; hands up, don't shoot!)",4,4,5,5,4
"296",195343,"Advertisement for protest or BLM event, Headshot, Headshot identified/identifiable as someone killed by police brutality",1,"Black","protest slogan (e.g. black lives matter; hands up, don't shoot!)",4,4,5,7,5
"297",141535,"Headshot",1,"Black","",5,4,5,5,4
"298",177149,"Screenshot (of Twitter or from news video, etc)",1,"Black","",6,4,6,6,4
"299",85361,"Headshot",1,"Asian","protest sign",2,4,2,1,1
"300",10763,"Screenshot (of Twitter or from news video, etc)",1,"Latino, Hispanic","",5,4,5,4,2
"301",72819,"Headshot",1,"White, non-Hispanic, Latino, Hispanic","",8,4,7,4,2
"302",85361,"Street protest",1,"Latino, Hispanic","protest sign, protest slogan (e.g. black lives matter; hands up, don't shoot!)",3,4,3,3,4
"303",144854,"Picture of or including John Legend",1,"Black","",6,4,7,7,4
"304",90905,"",1,"Black","",0,4,4,6,5
"305",113423,"",1,"White, non-Hispanic","",5,4,5,4,4
"306",90905,"Headshot",1,"Black","",5,4,5,6,5
"307",102406,"",1,"White, non-Hispanic","",5,4,5,4,2
"308",25389,"",0,"","",5,4,5,5,3
"309",481,"Just text block",0,"","",4,4,7,5,5
