"id","created_at","time_at","time_control","followers_count","friends_count","media_dummy","shutA14","retweet_n","anger","fear","disgust","sadness","enthusiasm","prev_tweets","retweet_new_shut_n","protest","symbol"
1,"2015-04-13","17:17:23","t5",3520,111,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
2,"2015-04-13","17:17:24","t5",895,63,1,0,2,5,0,5,0,0,0,NA,0,0
3,"2015-04-13","17:17:26","t5",238,280,0,1,0,NA,NA,NA,NA,NA,0,0,NA,NA
9,"2015-04-13","17:17:34","t5",1797,2000,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
17,"2015-04-13","17:17:42","t5",30,63,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
19,"2015-04-13","17:17:51","t5",593,414,1,0,0,10,6,10,9,0,0,NA,0,0
21,"2015-04-13","17:17:52","t5",1603,95,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
25,"2015-04-13","17:17:54","t5",30,130,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
30,"2015-04-13","17:18:05","t5",2892,3015,1,0,0,0,0,0,0,0,0,NA,0,0
33,"2015-04-13","17:18:06","t5",11,42,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
34,"2015-04-13","17:18:07","t5",1322,605,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
38,"2015-04-13","17:18:23","t5",714,619,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
40,"2015-04-13","17:18:27","t5",203,174,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
45,"2015-04-13","17:18:41","t5",22,27,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
46,"2015-04-13","17:18:42","t5",312,330,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
48,"2015-04-13","17:18:48","t5",644,380,0,0,1,NA,NA,NA,NA,NA,0,NA,NA,NA
49,"2015-04-13","17:18:49","t5",1038,959,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
50,"2015-04-13","17:18:49","t5",2806,3080,0,0,1,NA,NA,NA,NA,NA,0,NA,NA,NA
52,"2015-04-13","17:18:53","t5",46,45,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
53,"2015-04-13","17:18:53","t5",14,62,1,0,0,0,0,0,0,0,0,NA,0,1
54,"2015-04-13","17:18:54","t5",3015,2093,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
55,"2015-04-13","17:18:57","t5",50,44,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
61,"2015-04-13","17:19:09","t5",834,1324,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
62,"2015-04-13","17:19:11","t5",168,38,1,0,0,0,0,0,0,0,0,NA,0,0
66,"2015-04-13","17:19:20","t5",3,30,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
68,"2015-04-13","17:19:23","t5",9389,6888,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
72,"2015-04-13","17:19:34","t5",302,635,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
73,"2015-04-13","17:19:34","t5",2641,2882,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
74,"2015-04-13","17:19:34","t5",969,1001,0,0,1,NA,NA,NA,NA,NA,0,NA,NA,NA
79,"2015-04-13","17:19:39","t5",74,49,0,1,0,NA,NA,NA,NA,NA,0,0,NA,NA
81,"2015-04-13","17:19:40","t5",79,77,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
84,"2015-04-13","17:19:50","t5",574,98,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
88,"2015-04-13","17:20:01","t5",269,286,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
89,"2015-04-13","17:20:06","t5",1094,796,0,0,0,NA,NA,NA,NA,NA,1,NA,NA,NA
91,"2015-04-13","17:20:07","t5",82,201,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
94,"2015-04-13","17:20:12","t5",453,737,1,1,0,4,4,5,5,0,1,0,0,0
95,"2015-04-13","17:20:12","t5",16163,16013,1,0,22,5,3.33,6,6.67,2.67,0,NA,0,0
97,"2015-04-13","17:20:16","t5",51,35,1,0,0,0,0,0,0,0,0,NA,0,0
98,"2015-04-13","17:20:16","t5",254,413,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
103,"2015-04-13","17:20:30","t5",6273,6348,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
105,"2015-04-13","17:20:33","t5",7130,6048,0,1,0,NA,NA,NA,NA,NA,0,0,NA,NA
110,"2015-04-13","17:20:48","t5",2892,3015,1,0,0,0,0,0,0,0,1,NA,0,0
112,"2015-04-13","17:20:56","t5",2195,2359,0,0,1,NA,NA,NA,NA,NA,0,NA,NA,NA
115,"2015-04-13","17:21:04","t5",66,142,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
118,"2015-04-13","17:21:11","t5",7642,7586,0,0,74,NA,NA,NA,NA,NA,0,NA,NA,NA
121,"2015-04-13","17:21:18","t5",352,1707,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
122,"2015-04-13","17:21:19","t5",525,1873,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
123,"2015-04-13","17:21:20","t5",673,1964,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
125,"2015-04-13","17:21:21","t5",1,38,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
128,"2015-04-13","17:21:24","t5",180,156,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
133,"2015-04-13","17:21:45","t5",493,489,1,0,0,0,0,0,5,1,0,NA,1,0
135,"2015-04-13","17:21:47","t5",60,75,0,1,0,NA,NA,NA,NA,NA,0,0,NA,NA
143,"2015-04-13","17:22:02","t5",2892,3015,1,0,0,0,0,0,0,0,2,NA,0,0
148,"2015-04-13","17:22:21","t5",1094,796,0,0,0,NA,NA,NA,NA,NA,2,NA,NA,NA
157,"2015-04-13","17:22:42","t5",78,71,0,0,1,NA,NA,NA,NA,NA,0,NA,NA,NA
158,"2015-04-13","17:22:42","t5",369,290,0,0,2,NA,NA,NA,NA,NA,0,NA,NA,NA
159,"2015-04-13","17:22:42","t5",369,290,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
161,"2015-04-13","17:22:49","t5",20,120,1,0,0,6,0,6,9,0,0,NA,0,0
162,"2015-04-13","17:22:52","t5",121,109,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
177,"2015-04-13","17:23:11","t5",6273,6348,0,0,1,NA,NA,NA,NA,NA,1,NA,NA,NA
178,"2015-04-13","17:23:18","t5",2892,3016,1,0,0,6,7,5,1,6,3,NA,0,0
179,"2015-04-13","17:23:23","t5",1114,1265,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
181,"2015-04-13","17:23:34","t5",2620,9,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
183,"2015-04-13","17:23:36","t5",397,583,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
188,"2015-04-13","17:23:46","t5",121,68,1,1,10,NA,NA,NA,NA,NA,0,0,NA,NA
190,"2015-04-13","17:23:51","t5",27,56,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
195,"2015-04-13","17:24:00","t5",1094,796,0,0,0,NA,NA,NA,NA,NA,3,NA,NA,NA
200,"2015-04-13","17:24:07","t5",1107,1142,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
201,"2015-04-13","17:24:12","t5",17632,3,0,1,1,NA,NA,NA,NA,NA,0,0,NA,NA
203,"2015-04-13","17:24:21","t5",759,623,1,0,1,0,0,0,4,0,0,NA,1,0
206,"2015-04-13","17:24:31","t5",18983,3881,1,0,16,0,0,0,0,9,0,NA,0,1
208,"2015-04-13","17:24:37","t5",2892,3016,0,0,0,NA,NA,NA,NA,NA,4,NA,NA,NA
209,"2015-04-13","17:24:47","t5",4421,987,0,0,2,NA,NA,NA,NA,NA,0,NA,NA,NA
210,"2015-04-13","17:24:50","t5",325,1929,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
213,"2015-04-13","17:24:53","t5",2064,134,0,0,3,NA,NA,NA,NA,NA,0,NA,NA,NA
217,"2015-04-13","17:25:04","t5",597,313,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
220,"2015-04-13","17:25:08","t5",1094,796,0,0,0,NA,NA,NA,NA,NA,4,NA,NA,NA
221,"2015-04-13","17:25:09","t5",819,1647,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
227,"2015-04-13","17:25:25","t5",238,280,0,1,0,NA,NA,NA,NA,NA,1,0,NA,NA
230,"2015-04-13","17:25:36","t5",713,875,0,0,3,NA,NA,NA,NA,NA,0,NA,NA,NA
234,"2015-04-13","17:25:44","t5",35,122,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
235,"2015-04-13","17:25:45","t5",2892,3016,1,0,0,0,0,0,0,3,5,NA,0,0
236,"2015-04-13","17:25:46","t5",2604,625,0,1,1,NA,NA,NA,NA,NA,0,0,NA,NA
237,"2015-04-13","17:25:49","t5",155,684,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
238,"2015-04-13","17:25:49","t5",405,525,0,0,1,NA,NA,NA,NA,NA,0,NA,NA,NA
240,"2015-04-13","17:25:56","t5",841,764,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
245,"2015-04-13","17:26:15","t5",11,55,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
257,"2015-04-13","17:26:53","t5",12,112,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
260,"2015-04-13","17:27:09","t5",2867,3126,0,0,6,NA,NA,NA,NA,NA,0,NA,NA,NA
261,"2015-04-13","17:27:10","t5",369,290,1,0,3,8,6,7,5,0,1,NA,0,0
262,"2015-04-13","17:27:10","t5",369,290,1,0,0,8,6,7,5,0,1,NA,0,0
264,"2015-04-13","17:27:11","t5",511,482,1,0,0,10,0,10,10,0,0,NA,0,0
266,"2015-04-13","17:27:17","t5",39347,2568,1,0,27,0.33,0.33,0.33,0.33,2.33,0,NA,0,0
268,"2015-04-13","17:27:20","t5",307,259,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
272,"2015-04-13","17:27:30","t5",461,626,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
274,"2015-04-13","17:27:33","t5",105,418,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
278,"2015-04-13","17:27:55","t5",551,688,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
282,"2015-04-13","17:27:59","t5",39,35,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
287,"2015-04-13","17:28:12","t5",15,24,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
289,"2015-04-13","17:28:21","t5",9980,8544,1,0,177,NA,NA,NA,NA,NA,0,NA,NA,NA
292,"2015-04-13","17:28:31","t5",1127,480,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
295,"2015-04-13","17:28:33","t5",352,327,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
296,"2015-04-13","17:28:33","t5",56,55,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
298,"2015-04-13","17:28:38","t5",479,603,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
302,"2015-04-13","17:28:44","t5",3444,3151,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
308,"2015-04-13","17:28:58","t5",7,48,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
310,"2015-04-13","17:29:01","t5",241,254,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
313,"2015-04-13","17:29:02","t5",784,740,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
317,"2015-04-13","17:29:06","t5",390,931,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
318,"2015-04-13","17:29:10","t5",12,112,0,0,0,NA,NA,NA,NA,NA,1,NA,NA,NA
328,"2015-04-13","17:29:39","t5",12781,1323,1,0,7,0,0,0,0,0,0,NA,0,0
337,"2015-04-13","17:30:10","t5",254,413,0,0,0,NA,NA,NA,NA,NA,1,NA,NA,NA
339,"2015-04-13","17:30:11","t5",8301,9070,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
342,"2015-04-13","17:30:15","t5",1094,796,0,0,0,NA,NA,NA,NA,NA,5,NA,NA,NA
344,"2015-04-13","17:30:21","t5",1844,1123,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
348,"2015-04-13","17:30:31","t5",5453,4066,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
351,"2015-04-13","17:30:33","t5",238,880,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
353,"2015-04-13","17:30:41","t5",20612,18,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
354,"2015-04-13","17:30:46","t5",186,1475,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
355,"2015-04-13","17:30:46","t5",50,77,0,0,1,NA,NA,NA,NA,NA,0,NA,NA,NA
361,"2015-04-13","17:31:00","t5",119,91,1,0,1,0.5,0.5,0.25,0.25,0.25,0,NA,0,0
373,"2015-04-13","17:31:15","t5",2325,1163,0,0,1,NA,NA,NA,NA,NA,0,NA,NA,NA
374,"2015-04-13","17:31:15","t5",1054,653,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
376,"2015-04-13","17:31:17","t5",855,967,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
379,"2015-04-13","17:31:27","t5",4308,2766,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
380,"2015-04-13","17:31:27","t5",1334,145,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
384,"2015-04-13","17:31:34","t5",550,368,0,0,1,NA,NA,NA,NA,NA,0,NA,NA,NA
386,"2015-04-13","17:31:37","t5",11,46,1,0,0,4,2,8,3,2,0,NA,1,0
388,"2015-04-13","17:31:39","t5",94,40,1,0,0,0,0,0,0,0,0,NA,0,0
391,"2015-04-13","17:31:47","t5",13046,369,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
395,"2015-04-13","17:32:03","t5",293,42,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
404,"2015-04-13","17:32:17","t5",785,508,0,0,3,NA,NA,NA,NA,NA,0,NA,NA,NA
413,"2015-04-13","17:32:45","t5",3473,3550,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
414,"2015-04-13","17:32:47","t5",8673,697,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
418,"2015-04-13","17:32:52","t5",577,696,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
421,"2015-04-13","17:33:04","t5",331,412,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
426,"2015-04-13","17:33:12","t5",171,63,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
430,"2015-04-13","17:33:18","t5",367,491,1,0,0,0.5,0.5,0.25,0.25,0.25,0,NA,0,0
434,"2015-04-13","17:33:22","t5",134,143,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
435,"2015-04-13","17:33:25","t5",82,584,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
445,"2015-04-13","17:33:39","t5",127,78,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
448,"2015-04-13","17:33:41","t5",1211,1020,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
449,"2015-04-13","17:33:41","t5",3638,657,0,0,2,NA,NA,NA,NA,NA,0,NA,NA,NA
452,"2015-04-13","17:33:47","t5",294,453,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
453,"2015-04-13","17:33:48","t5",822,990,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
454,"2015-04-13","17:33:52","t5",121,88,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
460,"2015-04-13","17:34:02","t5",185,133,1,0,1,0,0,0,0,0,0,NA,0,0
465,"2015-04-13","17:34:11","t5",3635,374,0,0,2,NA,NA,NA,NA,NA,0,NA,NA,NA
466,"2015-04-13","17:34:12","t5",1131,1999,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
467,"2015-04-13","17:34:12","t5",1095,796,0,0,0,NA,NA,NA,NA,NA,6,NA,NA,NA
486,"2015-04-13","17:34:50","t5",200,262,1,0,1,0,0,0,0,3,0,NA,0,1
489,"2015-04-13","17:34:51","t5",214,803,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
493,"2015-04-13","17:34:59","t5",350,620,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
495,"2015-04-13","17:35:00","t5",55,153,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
496,"2015-04-13","17:35:01","t5",875,462,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
499,"2015-04-13","17:35:07","t5",4027,4024,1,0,5,0,0.2,0,1.2,2.6,0,NA,0,0
500,"2015-04-13","17:35:07","t5",2547,915,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
509,"2015-04-13","17:35:27","t5",693,659,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
512,"2015-04-13","17:35:31","t5",1078,954,0,0,4,NA,NA,NA,NA,NA,0,NA,NA,NA
517,"2015-04-13","17:35:43","t5",1035,2001,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
519,"2015-04-13","17:35:46","t5",746,1980,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
526,"2015-04-13","17:35:56","t5",12,111,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
527,"2015-04-13","17:35:56","t5",4130,206,0,0,1,NA,NA,NA,NA,NA,0,NA,NA,NA
528,"2015-04-13","17:35:57","t5",2196,2359,1,0,3,0,0,0,0,0,1,NA,0,0
532,"2015-04-13","17:36:03","t5",101,125,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
545,"2015-04-13","17:36:36","t5",446,380,0,1,0,NA,NA,NA,NA,NA,0,0,NA,NA
546,"2015-04-13","17:36:37","t5",1063,1182,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
551,"2015-04-13","17:36:46","t5",338,452,1,0,3,0,0,0,0,0,0,NA,0,0
557,"2015-04-13","17:36:57","t5",707,1957,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
558,"2015-04-13","17:37:01","t5",962,984,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
559,"2015-04-13","17:37:01","t5",56,157,0,1,0,NA,NA,NA,NA,NA,1,0,NA,NA
565,"2015-04-13","17:37:17","t5",245,234,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
567,"2015-04-13","17:37:21","t5",246,355,0,1,3,NA,NA,NA,NA,NA,0,3,NA,NA
569,"2015-04-13","17:37:25","t5",705,616,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
572,"2015-04-13","17:37:41","t5",52,48,1,0,0,0,0,0,0,0,0,NA,0,0
573,"2015-04-13","17:37:42","t5",62,44,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
575,"2015-04-13","17:37:44","t5",469,926,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
577,"2015-04-13","17:37:49","t5",136,3,1,0,0,0,0,0,0,0,0,NA,0,0
581,"2015-04-13","17:38:01","t5",551,372,0,0,2,NA,NA,NA,NA,NA,0,NA,NA,NA
584,"2015-04-13","17:38:06","t5",1354,1781,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
587,"2015-04-13","17:38:12","t5",1063,1182,0,0,0,NA,NA,NA,NA,NA,1,NA,NA,NA
588,"2015-04-13","17:38:13","t5",7,10,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
590,"2015-04-13","17:38:14","t5",6,11,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
592,"2015-04-13","17:38:21","t5",742,427,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
597,"2015-04-13","17:38:35","t5",12,22,1,0,4,0,0,0,0,0,0,NA,0,0
598,"2015-04-13","17:38:37","t5",340,425,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
599,"2015-04-13","17:38:44","t5",28353,2897,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
603,"2015-04-13","17:38:51","t5",42,396,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
607,"2015-04-13","17:39:01","t5",89,231,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
611,"2015-04-13","17:39:06","t5",169,466,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
622,"2015-04-13","17:39:26","t5",516,1769,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
625,"2015-04-13","17:39:32","t5",1801,879,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
626,"2015-04-13","17:39:33","t5",484,1799,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
629,"2015-04-13","17:39:37","t5",388,423,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
633,"2015-04-13","17:39:40","t5",774,1819,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
635,"2015-04-13","17:39:46","t5",677,1889,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
636,"2015-04-13","17:39:52","t5",1509,417,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
637,"2015-04-13","17:39:52","t5",196,1257,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
641,"2015-04-13","17:39:58","t5",296,804,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
645,"2015-04-13","17:40:07","t5",1359,1007,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
647,"2015-04-13","17:40:10","t5",1953,2103,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
649,"2015-04-13","17:40:14","t5",11,16,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
650,"2015-04-13","17:40:15","t5",181,156,0,0,0,NA,NA,NA,NA,NA,1,NA,NA,NA
651,"2015-04-13","17:40:16","t5",15,47,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
658,"2015-04-13","17:40:25","t5",1795,896,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
659,"2015-04-13","17:40:27","t5",17,60,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
660,"2015-04-13","17:40:33","t5",291,1346,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
661,"2015-04-13","17:40:33","t5",729,1999,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
665,"2015-04-13","17:40:40","t5",7586,860,0,0,1,NA,NA,NA,NA,NA,0,NA,NA,NA
666,"2015-04-13","17:40:44","t5",246,355,0,1,0,NA,NA,NA,NA,NA,1,0,NA,NA
667,"2015-04-13","17:40:45","t5",426,402,1,0,2,0.5,0.5,0.25,0.25,0.25,0,NA,0,0
669,"2015-04-13","17:40:51","t5",43,208,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
672,"2015-04-13","17:40:53","t5",887,453,0,0,1,NA,NA,NA,NA,NA,0,NA,NA,NA
676,"2015-04-13","17:41:13","t5",81,523,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
678,"2015-04-13","17:41:28","t5",27,98,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
679,"2015-04-13","17:41:31","t5",30263,8662,0,0,4,NA,NA,NA,NA,NA,0,NA,NA,NA
681,"2015-04-13","17:41:33","t5",264,646,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
685,"2015-04-13","17:41:43","t5",978,920,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
688,"2015-04-13","17:41:48","t5",1309,1272,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
689,"2015-04-13","17:41:55","t5",13522,10510,0,0,5,NA,NA,NA,NA,NA,0,NA,NA,NA
695,"2015-04-13","17:42:14","t5",171,307,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
697,"2015-04-13","17:42:18","t5",4308,2766,0,0,0,NA,NA,NA,NA,NA,2,NA,NA,NA
703,"2015-04-13","17:42:29","t5",408,322,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
707,"2015-04-13","17:42:41","t5",397,82,1,0,2,0,0,0,0,0,0,NA,0,0
709,"2015-04-13","17:42:46","t5",944,1868,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
710,"2015-04-13","17:42:46","t5",487,813,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
715,"2015-04-13","17:43:01","t5",46,114,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
718,"2015-04-13","17:43:05","t5",672,1369,0,0,1,NA,NA,NA,NA,NA,0,NA,NA,NA
723,"2015-04-13","17:43:22","t5",70,297,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
724,"2015-04-13","17:43:25","t5",604,1015,0,0,1,NA,NA,NA,NA,NA,0,NA,NA,NA
725,"2015-04-13","17:43:26","t5",665,452,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
726,"2015-04-13","17:43:33","t5",648,810,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
728,"2015-04-13","17:43:37","t5",4308,2766,0,0,1,NA,NA,NA,NA,NA,3,NA,NA,NA
730,"2015-04-13","17:43:44","t5",87,381,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
731,"2015-04-13","17:43:47","t5",398,164,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
732,"2015-04-13","17:43:47","t5",321,537,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
733,"2015-04-13","17:43:48","t5",148,300,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
736,"2015-04-13","17:43:59","t5",2802,2786,0,0,1,NA,NA,NA,NA,NA,0,NA,NA,NA
741,"2015-04-13","17:44:19","t5",4555,3845,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
752,"2015-04-13","17:44:26","t5",17154,7329,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
753,"2015-04-13","17:44:29","t5",297,333,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
755,"2015-04-13","17:44:36","t5",188,993,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
757,"2015-04-13","17:44:39","t5",1933,1990,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
758,"2015-04-13","17:44:49","t5",70,297,0,0,0,NA,NA,NA,NA,NA,1,NA,NA,NA
761,"2015-04-13","17:44:55","t5",67,221,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
765,"2015-04-13","17:45:00","t5",44,57,0,1,0,NA,NA,NA,NA,NA,0,0,NA,NA
766,"2015-04-13","17:45:04","t5",1374,1332,0,0,2,NA,NA,NA,NA,NA,0,NA,NA,NA
767,"2015-04-13","17:45:06","t5",1194,1468,1,0,6,0,0,0,0,0,0,NA,1,0
770,"2015-04-13","17:45:16","t5",161,458,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
771,"2015-04-13","17:45:16","t5",1613,1552,0,0,1,NA,NA,NA,NA,NA,0,NA,NA,NA
773,"2015-04-13","17:45:17","t5",193,328,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
780,"2015-04-13","17:45:25","t5",273,596,1,0,0,0,0,0,0,0,0,NA,0,0
782,"2015-04-13","17:45:28","t5",3,1,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
784,"2015-04-13","17:45:36","t5",144,231,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
