"id","created_at","time_at","time_control","followers_count","friends_count","media_dummy","shutA14","retweet_n","anger","fear","disgust","sadness","enthusiasm","prev_tweets","retweet_new_shut_n","protest","symbol"
37077,"2015-04-14","21:11:34","t6",10409,200,0,1,1,NA,NA,NA,NA,NA,2,1,NA,NA
37079,"2015-04-14","21:11:36","t6",793,1223,0,1,1,NA,NA,NA,NA,NA,0,0,NA,NA
37083,"2015-04-14","21:11:38","t6",1715,1633,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
37086,"2015-04-14","21:11:41","t6",70958,1132,1,0,1,0,0,0,0,0,0,NA,1,1
37088,"2015-04-14","21:11:45","t6",611,929,0,0,1,NA,NA,NA,NA,NA,3,NA,NA,NA
37089,"2015-04-14","21:11:46","t6",1292,1820,0,0,0,NA,NA,NA,NA,NA,1,NA,NA,NA
37090,"2015-04-14","21:11:47","t6",54,118,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
37094,"2015-04-14","21:11:51","t6",4319,1100,1,1,12,1.6,2.2,1.2,1.6,1.6,24,0,1,0
37095,"2015-04-14","21:11:51","t6",1110,451,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
37110,"2015-04-14","21:12:02","t6",274,337,1,0,0,0,0,0,4,0,3,NA,0,0
37115,"2015-04-14","21:12:06","t6",3894,3948,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
37116,"2015-04-14","21:12:06","t6",4443,811,0,1,0,NA,NA,NA,NA,NA,8,0,NA,NA
37121,"2015-04-14","21:12:08","t6",534,853,1,0,3,4,3,4,0,0,0,NA,1,0
37122,"2015-04-14","21:12:10","t6",593,493,0,1,2,NA,NA,NA,NA,NA,0,1,NA,NA
37125,"2015-04-14","21:12:15","t6",1839,518,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
37133,"2015-04-14","21:12:22","t6",10,65,1,0,0,0,0,0,0,0,0,NA,0,0
37140,"2015-04-14","21:12:28","t6",178,278,1,0,2,0,0,0,0,0,1,NA,1,0
37146,"2015-04-14","21:12:38","t6",8077,1396,1,1,43,0.6,0.4,0.4,0.4,1.6,26,16,1,0
37148,"2015-04-14","21:12:41","t6",160,213,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
37155,"2015-04-14","21:12:43","t6",157,7,0,0,0,NA,NA,NA,NA,NA,2,NA,NA,NA
37156,"2015-04-14","21:12:43","t6",114,30,0,1,1,NA,NA,NA,NA,NA,4,0,NA,NA
37162,"2015-04-14","21:12:48","t6",307,602,0,1,0,NA,NA,NA,NA,NA,0,0,NA,NA
37163,"2015-04-14","21:12:48","t6",2042,1951,0,0,0,NA,NA,NA,NA,NA,9,NA,NA,NA
37166,"2015-04-14","21:12:49","t6",15715,3708,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
37167,"2015-04-14","21:12:53","t6",60,426,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
37169,"2015-04-14","21:12:54","t6",1722,1745,1,1,0,0,0,0,0,0,0,0,0,0
37170,"2015-04-14","21:12:54","t6",1457,930,1,1,0,0,0,0,0,0,3,0,0,0
37171,"2015-04-14","21:12:54","t6",16949,15852,0,1,0,NA,NA,NA,NA,NA,0,0,NA,NA
37176,"2015-04-14","21:12:59","t6",248077,552,0,0,35,NA,NA,NA,NA,NA,0,NA,NA,NA
37181,"2015-04-14","21:13:05","t6",195,176,0,0,0,NA,NA,NA,NA,NA,16,NA,NA,NA
37183,"2015-04-14","21:13:08","t6",21,27,1,1,6,0,0,0,0,0,20,2,1,0
37192,"2015-04-14","21:13:14","t6",2353,55,0,1,0,NA,NA,NA,NA,NA,0,0,NA,NA
37193,"2015-04-14","21:13:14","t6",8076,1396,0,1,8,NA,NA,NA,NA,NA,27,3,NA,NA
37197,"2015-04-14","21:13:22","t6",37,19,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
37198,"2015-04-14","21:13:22","t6",54,148,1,1,5,6,0,10,10,0,0,2,1,0
37200,"2015-04-14","21:13:23","t6",1181,876,0,1,0,NA,NA,NA,NA,NA,0,0,NA,NA
37204,"2015-04-14","21:13:25","t6",35,20,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
37205,"2015-04-14","21:13:25","t6",599,1997,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
37206,"2015-04-14","21:13:26","t6",1512,205,0,1,2,NA,NA,NA,NA,NA,1,0,NA,NA
37207,"2015-04-14","21:13:27","t6",17251,2774,0,0,3,NA,NA,NA,NA,NA,0,NA,NA,NA
37211,"2015-04-14","21:13:30","t6",809,1131,1,1,18,5.75,2.25,5.75,3.25,3.75,8,4,1,1
37212,"2015-04-14","21:13:31","t6",387,634,1,0,0,2,1,1,3,0,0,NA,0,1
37219,"2015-04-14","21:13:42","t6",1138,456,0,1,0,NA,NA,NA,NA,NA,0,0,NA,NA
37221,"2015-04-14","21:13:41","t6",18228,1310,1,1,5,5,7,8,4,7,13,2,1,0
37222,"2015-04-14","21:13:43","t6",635,1550,0,0,0,NA,NA,NA,NA,NA,232,NA,NA,NA
37225,"2015-04-14","21:13:45","t6",4435,1391,1,0,3,0,0,0,0,0,0,NA,0,0
37228,"2015-04-14","21:13:48","t6",6490,178,0,1,0,NA,NA,NA,NA,NA,1,0,NA,NA
37230,"2015-04-14","21:13:50","t6",21,27,1,1,9,3.6,1.2,2.8,1.6,4.4,21,4,1,1
37232,"2015-04-14","21:13:51","t6",2620,2418,1,1,5,0,0,0,0,0,0,4,0,1
37234,"2015-04-14","21:13:52","t6",39885,179,1,0,23,1,0.67,1.33,1.67,1,0,NA,0,0
37235,"2015-04-14","21:13:53","t6",692,262,0,1,0,NA,NA,NA,NA,NA,23,0,NA,NA
37240,"2015-04-14","21:14:00","t6",269,283,0,1,6,NA,NA,NA,NA,NA,269,0,NA,NA
37248,"2015-04-14","21:14:06","t6",4319,1100,1,1,8,0,0,0,0,0,25,1,1,0
37249,"2015-04-14","21:14:06","t6",25,29,0,1,0,NA,NA,NA,NA,NA,0,0,NA,NA
37254,"2015-04-14","21:14:09","t6",11481,6336,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
37271,"2015-04-14","21:14:23","t6",4842,1073,0,0,0,NA,NA,NA,NA,NA,4,NA,NA,NA
37272,"2015-04-14","21:14:23","t6",114,30,0,1,1,NA,NA,NA,NA,NA,5,0,NA,NA
37276,"2015-04-14","21:14:26","t6",2922,777,0,0,0,NA,NA,NA,NA,NA,11,NA,NA,NA
37278,"2015-04-14","21:14:27","t6",513,962,0,1,0,NA,NA,NA,NA,NA,2,0,NA,NA
37279,"2015-04-14","21:14:28","t6",126,219,1,1,7,0,0,2,5,7,2,2,1,0
37284,"2015-04-14","21:14:34","t6",171,544,0,1,0,NA,NA,NA,NA,NA,0,0,NA,NA
37291,"2015-04-14","21:14:39","t6",3517,2996,1,0,18,0.25,0.25,0.25,0.25,0.25,18,NA,0,1
37293,"2015-04-14","21:14:42","t6",147,187,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
37302,"2015-04-14","21:14:49","t6",8077,1396,0,1,7,NA,NA,NA,NA,NA,28,3,NA,NA
37308,"2015-04-14","21:14:52","t6",336,912,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
37312,"2015-04-14","21:14:54","t6",485,514,0,0,0,NA,NA,NA,NA,NA,3,NA,NA,NA
37313,"2015-04-14","21:14:54","t6",3336,901,1,1,3,0,0,0,0,4,4,1,0,0
37314,"2015-04-14","21:14:56","t6",1066,2001,0,1,21,NA,NA,NA,NA,NA,84,2,NA,NA
37317,"2015-04-14","21:15:00","t6",234,259,0,1,3,NA,NA,NA,NA,NA,9,0,NA,NA
37318,"2015-04-14","21:15:01","t6",418,470,0,1,0,NA,NA,NA,NA,NA,0,0,NA,NA
37322,"2015-04-14","21:15:03","t6",1918,1618,0,0,1,NA,NA,NA,NA,NA,0,NA,NA,NA
37323,"2015-04-14","21:15:03","t6",497,2000,0,0,2,NA,NA,NA,NA,NA,0,NA,NA,NA
37325,"2015-04-14","21:15:04","t6",1501,664,1,1,1,0,0,0,0,0,10,0,0,1
37327,"2015-04-14","21:15:05","t6",1001,2001,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
37332,"2015-04-14","21:15:07","t6",234,38,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
37339,"2015-04-14","21:15:15","t6",114,30,0,1,1,NA,NA,NA,NA,NA,6,0,NA,NA
37340,"2015-04-14","21:15:15","t6",2679,816,0,1,0,NA,NA,NA,NA,NA,0,0,NA,NA
37341,"2015-04-14","21:15:15","t6",1450,1073,0,0,0,NA,NA,NA,NA,NA,6,NA,NA,NA
37348,"2015-04-14","21:15:22","t6",234,259,1,1,9,0.6,0.4,0.4,0.4,1.6,10,3,1,0
37357,"2015-04-14","21:15:28","t6",4319,1100,1,1,5,3,5,7,3,5,26,1,1,0
37363,"2015-04-14","21:15:30","t6",270,283,0,0,4,NA,NA,NA,NA,NA,270,NA,NA,NA
37369,"2015-04-14","21:15:32","t6",8034,315,0,1,0,NA,NA,NA,NA,NA,27,0,NA,NA
37373,"2015-04-14","21:15:37","t6",262,835,0,0,0,NA,NA,NA,NA,NA,1,NA,NA,NA
37376,"2015-04-14","21:15:39","t6",205,134,0,1,0,NA,NA,NA,NA,NA,81,0,NA,NA
37382,"2015-04-14","21:15:43","t6",724,435,1,1,4,0,0,0,0,0,2,0,1,0
37386,"2015-04-14","21:15:45","t6",36905,823,0,0,1,NA,NA,NA,NA,NA,0,NA,NA,NA
37387,"2015-04-14","21:15:46","t6",1061,427,1,1,8,2,1,0,0,0,4,0,1,0
37396,"2015-04-14","21:15:58","t6",239,374,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
37397,"2015-04-14","21:15:59","t6",15,175,1,1,18,1.75,1.25,1,1.25,2.25,3,0,1,0
37400,"2015-04-14","21:16:02","t6",4618,2875,0,0,0,NA,NA,NA,NA,NA,2,NA,NA,NA
37401,"2015-04-14","21:16:03","t6",457,1066,0,1,0,NA,NA,NA,NA,NA,7,0,NA,NA
37402,"2015-04-14","21:16:03","t6",22,68,0,0,2,NA,NA,NA,NA,NA,16,NA,NA,NA
37403,"2015-04-14","21:16:03","t6",78,827,1,1,0,2.25,1.25,1,1,2,0,0,1,1
37405,"2015-04-14","21:16:04","t6",234,259,0,1,4,NA,NA,NA,NA,NA,11,1,NA,NA
37406,"2015-04-14","21:16:05","t6",457,1066,0,1,0,NA,NA,NA,NA,NA,8,0,NA,NA
37409,"2015-04-14","21:16:07","t6",1689,710,1,1,15,1.8,1.8,1.2,1.4,1.8,3,4,1,0
37413,"2015-04-14","21:16:10","t6",126,219,1,1,0,4,3,2,4,8,3,0,1,0
37416,"2015-04-14","21:16:12","t6",160,349,0,0,1,NA,NA,NA,NA,NA,0,NA,NA,NA
37418,"2015-04-14","21:16:15","t6",205,134,0,1,1,NA,NA,NA,NA,NA,82,0,NA,NA
37421,"2015-04-14","21:16:17","t6",1014,712,1,0,0,0,0,0,0,0,0,NA,0,0
37425,"2015-04-14","21:16:19","t6",645,278,0,0,0,NA,NA,NA,NA,NA,2,NA,NA,NA
37435,"2015-04-14","21:16:26","t6",50,72,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
37438,"2015-04-14","21:16:27","t6",191,413,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
37440,"2015-04-14","21:16:30","t6",1747,2001,1,0,0,2,3,5,0,2,1,NA,1,0
37445,"2015-04-14","21:16:33","t6",2,5,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
37446,"2015-04-14","21:16:34","t6",371,354,0,0,1,NA,NA,NA,NA,NA,0,NA,NA,NA
37450,"2015-04-14","21:16:37","t6",4455,3838,1,0,24,2.67,2.33,3.67,5.33,2.33,1,NA,0,0
37458,"2015-04-14","21:16:45","t6",106,65,1,0,0,0,0,0,0,0,0,NA,1,0
37459,"2015-04-14","21:16:46","t6",22,59,0,1,0,NA,NA,NA,NA,NA,0,0,NA,NA
37471,"2015-04-14","21:16:54","t6",202,221,1,0,3,0,5,0,0,0,3,NA,1,0
37473,"2015-04-14","21:16:58","t6",8480,9323,1,0,8,0,0,0,0,0,0,NA,1,0
37474,"2015-04-14","21:16:58","t6",1450,1073,0,1,2,NA,NA,NA,NA,NA,9,1,NA,NA
37477,"2015-04-14","21:16:59","t6",12,84,1,1,0,0,0,0,8,4,0,0,1,0
37480,"2015-04-14","21:17:00","t6",125,209,0,1,0,NA,NA,NA,NA,NA,0,0,NA,NA
37482,"2015-04-14","21:17:01","t6",1517,1993,1,1,16,0.8,0.6,0.8,1.8,3,2,0,1,0
37487,"2015-04-14","21:17:04","t6",795,1999,0,1,0,NA,NA,NA,NA,NA,0,0,NA,NA
37492,"2015-04-14","21:17:10","t6",580,80,0,1,0,NA,NA,NA,NA,NA,1,0,NA,NA
37496,"2015-04-14","21:17:12","t6",385,577,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
37499,"2015-04-14","21:17:14","t6",131,121,0,1,1,NA,NA,NA,NA,NA,19,1,NA,NA
37502,"2015-04-14","21:17:16","t6",63,44,1,1,0,0,0,0,0,0,11,0,0,0
37504,"2015-04-14","21:17:17","t6",880,1958,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
37506,"2015-04-14","21:17:18","t6",1511,1981,0,1,0,NA,NA,NA,NA,NA,84,0,NA,NA
37509,"2015-04-14","21:17:21","t6",3931,452,0,1,0,NA,NA,NA,NA,NA,4,0,NA,NA
37510,"2015-04-14","21:17:23","t6",962,708,0,1,0,NA,NA,NA,NA,NA,18,0,NA,NA
37513,"2015-04-14","21:17:25","t6",2088,1628,1,1,7,0,0,0,0,0,31,0,1,0
37518,"2015-04-14","21:17:30","t6",94,664,1,1,1,0,0,0,0,0,0,1,1,0
37519,"2015-04-14","21:17:31","t6",3161,464,1,1,2,1,0,0,2,1,0,1,1,0
37520,"2015-04-14","21:17:32","t6",8079,1396,1,1,9,2.5,0.75,3.5,2.75,2,29,2,1,0
37527,"2015-04-14","21:17:36","t6",2332,2554,0,0,0,NA,NA,NA,NA,NA,1,NA,NA,NA
37528,"2015-04-14","21:17:37","t6",4025,2523,0,1,0,NA,NA,NA,NA,NA,0,0,NA,NA
37529,"2015-04-14","21:17:38","t6",692,262,1,1,2,0,0,0,0,0,24,0,1,0
37533,"2015-04-14","21:17:39","t6",243,212,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
37538,"2015-04-14","21:17:41","t6",1253,424,0,1,0,NA,NA,NA,NA,NA,12,0,NA,NA
37539,"2015-04-14","21:17:41","t6",205,148,0,1,0,NA,NA,NA,NA,NA,0,0,NA,NA
37543,"2015-04-14","21:17:43","t6",4319,1100,1,1,18,4.5,2.5,3.75,4,3,27,0,1,0
37544,"2015-04-14","21:17:44","t6",204471,638,1,1,76,1.33,2,2,2,1.67,9,0,1,0
37545,"2015-04-14","21:17:45","t6",3496,3342,1,1,0,2,6,3,3,3,0,0,1,0
37546,"2015-04-14","21:17:47","t6",38,37,1,0,1,0,0,0,0,0,55,NA,0,0
37558,"2015-04-14","21:18:02","t6",17251,2774,0,1,0,NA,NA,NA,NA,NA,1,0,NA,NA
37559,"2015-04-14","21:18:03","t6",63,44,1,1,1,1,0,0,6,1,12,0,1,0
37560,"2015-04-14","21:18:03","t6",126770,608,1,0,66,2,1,1,2.4,2.2,3,NA,1,0
37569,"2015-04-14","21:18:09","t6",3336,901,1,1,15,2.4,0.6,2,1.8,1,5,3,1,0
37570,"2015-04-14","21:18:09","t6",724,435,1,1,2,0,0,0,1,0,3,2,1,0
37579,"2015-04-14","21:18:16","t6",278,104,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
37583,"2015-04-14","21:18:19","t6",21,104,0,1,0,NA,NA,NA,NA,NA,0,0,NA,NA
37597,"2015-04-14","21:18:26","t6",862,477,0,0,0,NA,NA,NA,NA,NA,1,NA,NA,NA
37598,"2015-04-14","21:18:26","t6",7146,7863,0,0,2,NA,NA,NA,NA,NA,0,NA,NA,NA
37601,"2015-04-14","21:18:30","t6",17661,3,0,1,2,NA,NA,NA,NA,NA,33,0,NA,NA
37606,"2015-04-14","21:18:32","t6",809,1131,1,1,6,0,0,0,0,2,9,1,1,0
37609,"2015-04-14","21:18:33","t6",298,235,0,1,0,NA,NA,NA,NA,NA,0,0,NA,NA
37613,"2015-04-14","21:18:36","t6",253,289,1,0,2,10,0,4,0,0,0,NA,1,0
37614,"2015-04-14","21:18:37","t6",3869,1931,1,1,2,0,0,0,0,0,48,0,1,0
37615,"2015-04-14","21:18:37","t6",869,2001,0,1,1,NA,NA,NA,NA,NA,5,0,NA,NA
37616,"2015-04-14","21:18:38","t6",1062,427,1,1,16,0.8,0.4,0.4,1.8,0.6,5,10,1,0
37620,"2015-04-14","21:18:42","t6",1689,710,1,1,44,2,1,1.2,2.6,4.2,4,28,1,1
37622,"2015-04-14","21:18:44","t6",1535,1995,1,1,0,0,0,0,0,0,0,0,0,1
37631,"2015-04-14","21:18:48","t6",1826,1777,0,1,0,NA,NA,NA,NA,NA,1,0,NA,NA
37632,"2015-04-14","21:18:48","t6",9662,2841,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
37633,"2015-04-14","21:18:48","t6",487,616,1,1,4,0,0,0,4,7,9,0,1,0
37641,"2015-04-14","21:18:53","t6",418,1217,1,0,4,3,3,6,2,0,0,NA,0,0
37642,"2015-04-14","21:18:54","t6",13,55,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
37643,"2015-04-14","21:18:53","t6",18228,1310,1,1,8,0,0,0,0,0,14,2,1,0
37647,"2015-04-14","21:18:56","t6",66,33,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
37651,"2015-04-14","21:18:58","t6",38,37,1,0,0,NA,NA,NA,NA,NA,56,NA,NA,NA
37656,"2015-04-14","21:19:04","t6",423,463,0,1,0,NA,NA,NA,NA,NA,0,0,NA,NA
37663,"2015-04-14","21:19:11","t6",3526,1390,1,1,5,1.33,2,2,2,1.67,0,0,1,0
37671,"2015-04-14","21:19:14","t6",612,2001,0,0,0,NA,NA,NA,NA,NA,7,NA,NA,NA
37676,"2015-04-14","21:19:17","t6",191,370,0,1,0,NA,NA,NA,NA,NA,0,0,NA,NA
37678,"2015-04-14","21:19:18","t6",2353,55,0,1,0,NA,NA,NA,NA,NA,1,0,NA,NA
37679,"2015-04-14","21:19:19","t6",474,377,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
37687,"2015-04-14","21:19:23","t6",74,296,0,1,1,NA,NA,NA,NA,NA,0,0,NA,NA
37691,"2015-04-14","21:19:26","t6",10,65,1,0,1,3,0,3,5,0,1,NA,0,1
37695,"2015-04-14","21:19:27","t6",131,121,0,1,1,NA,NA,NA,NA,NA,20,1,NA,NA
37696,"2015-04-14","21:19:29","t6",377,845,0,0,0,NA,NA,NA,NA,NA,1,NA,NA,NA
37697,"2015-04-14","21:19:29","t6",4319,1100,1,1,2,0,0,0,0,0,28,0,1,0
37699,"2015-04-14","21:19:31","t6",1762,865,0,0,0,NA,NA,NA,NA,NA,1,NA,NA,NA
37700,"2015-04-14","21:19:31","t6",59422,1680,0,1,0,NA,NA,NA,NA,NA,0,0,NA,NA
37702,"2015-04-14","21:19:33","t6",1671,657,1,1,0,NA,NA,NA,NA,NA,5,0,NA,NA
37715,"2015-04-14","21:19:39","t6",992,35,0,1,0,NA,NA,NA,NA,NA,0,0,NA,NA
37718,"2015-04-14","21:19:40","t6",371,476,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
37719,"2015-04-14","21:19:41","t6",1670,1979,1,1,0,0,0,0,0,0,0,0,0,0
37734,"2015-04-14","21:19:49","t6",993,1168,0,1,6,NA,NA,NA,NA,NA,40,0,NA,NA
37747,"2015-04-14","21:19:58","t6",997,1515,0,1,1,NA,NA,NA,NA,NA,0,0,NA,NA
37751,"2015-04-14","21:20:01","t6",38,37,1,0,0,NA,NA,NA,NA,NA,57,NA,NA,NA
37773,"2015-04-14","21:20:10","t6",596,155,0,1,0,NA,NA,NA,NA,NA,5,0,NA,NA
37776,"2015-04-14","21:20:12","t6",227,96,1,0,0,0,0,0,0,0,24,NA,0,0
37778,"2015-04-14","21:20:14","t6",672,1176,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
37784,"2015-04-14","21:20:17","t6",891,2000,1,1,3,0,0,0,0,10,3,0,1,0
37791,"2015-04-14","21:20:24","t6",6117,5944,1,1,1,2,2.25,1,2.25,2,0,0,1,0
37792,"2015-04-14","21:20:25","t6",7,0,1,1,0,0,0,0,0,0,0,0,1,0
37800,"2015-04-14","21:20:30","t6",2356,658,0,0,1,NA,NA,NA,NA,NA,2,NA,NA,NA
37804,"2015-04-14","21:20:35","t6",2248,415,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
37805,"2015-04-14","21:20:36","t6",10409,200,1,1,1,0,0,1,0,0,5,0,0,0
37816,"2015-04-14","21:20:41","t6",878,1550,0,1,0,NA,NA,NA,NA,NA,0,0,NA,NA
37820,"2015-04-14","21:20:46","t6",252,184,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
37822,"2015-04-14","21:20:48","t6",205,148,0,1,0,NA,NA,NA,NA,NA,1,0,NA,NA
37823,"2015-04-14","21:20:50","t6",1962,2137,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
37824,"2015-04-14","21:20:50","t6",474,250,1,1,0,3,2,4,2,5,0,0,1,0
37827,"2015-04-14","21:20:51","t6",3871,1931,1,1,2,0,1,0,0,2,49,0,1,0
37833,"2015-04-14","21:20:53","t6",635,1550,1,1,4,NA,NA,NA,NA,NA,236,0,NA,NA
37840,"2015-04-14","21:20:58","t6",619,609,0,1,1,NA,NA,NA,NA,NA,0,0,NA,NA
37847,"2015-04-14","21:21:05","t6",138,322,0,1,0,NA,NA,NA,NA,NA,1,0,NA,NA
37850,"2015-04-14","21:21:08","t6",3308,921,1,0,3,0,0,0,0,0,0,NA,0,0
37855,"2015-04-14","21:21:13","t6",269,283,0,1,26,NA,NA,NA,NA,NA,271,5,NA,NA
37856,"2015-04-14","21:21:15","t6",724,435,0,1,0,NA,NA,NA,NA,NA,4,0,NA,NA
37858,"2015-04-14","21:21:16","t6",425,285,0,0,0,NA,NA,NA,NA,NA,2,NA,NA,NA
37861,"2015-04-14","21:21:18","t6",8831,6286,0,1,1,NA,NA,NA,NA,NA,0,0,NA,NA
37864,"2015-04-14","21:21:21","t6",769,513,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
37867,"2015-04-14","21:21:22","t6",615,680,0,0,0,NA,NA,NA,NA,NA,7,NA,NA,NA
37868,"2015-04-14","21:21:23","t6",1255,1271,0,1,1,NA,NA,NA,NA,NA,27,0,NA,NA
37874,"2015-04-14","21:21:26","t6",153,429,0,1,0,NA,NA,NA,NA,NA,0,0,NA,NA
37875,"2015-04-14","21:21:26","t6",222,655,0,1,0,NA,NA,NA,NA,NA,0,0,NA,NA
37878,"2015-04-14","21:21:28","t6",222,655,0,1,0,NA,NA,NA,NA,NA,1,0,NA,NA
37879,"2015-04-14","21:21:28","t6",1027,1252,0,1,2,NA,NA,NA,NA,NA,11,0,NA,NA
37881,"2015-04-14","21:21:30","t6",1317,701,0,0,1,NA,NA,NA,NA,NA,0,NA,NA,NA
37883,"2015-04-14","21:21:31","t6",182,69,1,0,2,0,0,0,0,6,12,NA,0,0
37885,"2015-04-14","21:21:33","t6",114,30,0,1,1,NA,NA,NA,NA,NA,7,0,NA,NA
37888,"2015-04-14","21:21:35","t6",521,831,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
37889,"2015-04-14","21:21:35","t6",186,295,1,1,5,0,0,0,5,6,0,0,1,0
37894,"2015-04-14","21:21:38","t6",22,27,1,1,7,5,0,0,0,3,22,3,1,0
37895,"2015-04-14","21:21:38","t6",125,356,0,1,1,NA,NA,NA,NA,NA,0,1,NA,NA
37901,"2015-04-14","21:21:43","t6",107,58,1,0,8,0,0,0,0,0,1,NA,1,0
37908,"2015-04-14","21:21:47","t6",68,281,0,1,0,NA,NA,NA,NA,NA,0,0,NA,NA
37913,"2015-04-14","21:21:51","t6",60,426,0,0,2,NA,NA,NA,NA,NA,1,NA,NA,NA
37918,"2015-04-14","21:21:56","t6",5,10,0,0,0,NA,NA,NA,NA,NA,1,NA,NA,NA
37923,"2015-04-14","21:22:03","t6",1628,1168,0,0,5,NA,NA,NA,NA,NA,1,NA,NA,NA
37927,"2015-04-14","21:22:06","t6",194,88,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
37930,"2015-04-14","21:22:08","t6",577,40,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
37938,"2015-04-14","21:22:12","t6",1690,710,1,1,3,0,0,0,0,0,5,1,0,0
37944,"2015-04-14","21:22:17","t6",270,283,0,1,5,NA,NA,NA,NA,NA,272,0,NA,NA
37948,"2015-04-14","21:22:19","t6",8480,9322,0,0,1,NA,NA,NA,NA,NA,1,NA,NA,NA
37949,"2015-04-14","21:22:20","t6",231,901,1,0,0,0,0,0,0,0,1,NA,0,0
37956,"2015-04-14","21:22:22","t6",302,165,1,0,5,3,2,3,0,0,2,NA,1,0
37957,"2015-04-14","21:22:22","t6",83,197,0,1,3,NA,NA,NA,NA,NA,6,0,NA,NA
37958,"2015-04-14","21:22:23","t6",4320,1100,1,1,2,2,2,4,8,3,29,0,1,0
37960,"2015-04-14","21:22:25","t6",19176,3116,0,0,9,NA,NA,NA,NA,NA,2,NA,NA,NA
37963,"2015-04-14","21:22:26","t6",3496,2727,0,0,3,NA,NA,NA,NA,NA,1,NA,NA,NA
37964,"2015-04-14","21:22:26","t6",4018,2879,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
37965,"2015-04-14","21:22:26","t6",146,122,0,1,1,NA,NA,NA,NA,NA,1,0,NA,NA
37968,"2015-04-14","21:22:28","t6",5013,5507,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
37971,"2015-04-14","21:22:30","t6",3336,901,1,1,32,3,1,2,1,1.67,6,10,1,0
37972,"2015-04-14","21:22:30","t6",922,184,0,1,0,NA,NA,NA,NA,NA,0,0,NA,NA
37976,"2015-04-14","21:22:32","t6",1067,2001,0,1,28,NA,NA,NA,NA,NA,85,4,NA,NA
37989,"2015-04-14","21:22:38","t6",4,24,1,0,0,0,0,0,0,0,7,NA,0,0
37991,"2015-04-14","21:22:39","t6",519,578,1,1,0,4,3,2,4,8,2,0,1,0
37994,"2015-04-14","21:22:40","t6",4805,5184,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
38003,"2015-04-14","21:22:46","t6",1545,456,1,0,9,0.2,0.6,0.2,0.4,0.2,3,NA,0,0
38025,"2015-04-14","21:23:03","t6",962,708,0,0,0,NA,NA,NA,NA,NA,20,NA,NA,NA
38026,"2015-04-14","21:23:05","t6",869,1224,1,1,4,3,7,8,0,1,0,1,1,0
38031,"2015-04-14","21:23:09","t6",673,528,0,1,0,NA,NA,NA,NA,NA,0,0,NA,NA
38033,"2015-04-14","21:23:10","t6",384,422,0,0,0,NA,NA,NA,NA,NA,26,NA,NA,NA
38042,"2015-04-14","21:23:16","t6",993,1168,0,1,0,NA,NA,NA,NA,NA,41,0,NA,NA
38043,"2015-04-14","21:23:17","t6",3518,2996,1,0,12,0,0,0,0,0,19,NA,0,0
38044,"2015-04-14","21:23:17","t6",1963,1992,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
38045,"2015-04-14","21:23:18","t6",828,764,1,1,3,4,4,6,1,0,0,0,1,0
